1)
  season   size  speed mxPH mnO2   Cl   NO3    NH4   oPO4   PO4 Chla   a1   a2   a3  a4   a5   a6
1 spring  large medium  8.4  9.4  9.0 6.238    5.8 105.00 102.3  0.4  0.0  4.7  0.0 2.2 27.6  0.0
2 spring medium medium  9.0 12.0 29.2 1.288  578.0 221.90 558.8  1.3  2.2 12.7  6.1 1.0  0.0  0.0
3 autumn  large    low  8.8 10.8 40.2 5.099  146.7 246.00 222.3  0.8  2.5  0.0  0.0 0.0  0.0  0.0
4 spring medium medium  8.5 12.6 13.0 8.759 1990.2  33.80  60.0  0.3  1.7  5.0 18.9 0.0  0.0  0.0
5 winter  small medium  8.0 10.4 20.6 1.420   10.0   3.22  97.6  3.7 55.5  2.9  2.2 0.0  0.0  4.1
6 winter  small   high  7.8 11.2 47.8 0.701   58.5  16.00  75.2  2.0  3.3  3.4  1.0 4.4  1.4 52.5
   a7
1 0.0
2 4.9
3 1.9
4 0.0
5 0.0
6 0.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,spring,large,medium,8.4,9.4,9,6.238,5.8,105,102.333,0.4,4.7,2.2,0,0
2,spring,medium,medium,9,12,29.2,1.288,578,221.89999,558.75,1.3,12.7,1,0,4.9
3,autumn,large,low,8.8,10.8,40.226,5.099,146.66701,246,222.286,0.8,0,0,0,1.9
4,spring,medium,medium,8.5,12.6,13,8.759,1990.16003,33.8,60,0.3,5,0,0,0
5,winter,small,medium,8,10.4,20.625,1.42,10,3.222,97.58,3.7,2.9,0,4.1,0
6,winter,small,high,7.8,11.2,47.778,0.701,58.5,16,75.207,2,3.4,4.4,52.5,0
7,summer,small,low,8.15,5.9,53,1.651,217.75,67.5,13.2,88.255,0,1.2,9.6,0
8,autumn,large,medium,8.2,10.6,131.39999,6.188,120,44.667,138.7,6.9,4.1,0,0,1
9,winter,small,medium,8.1,11.7,45.273,1.32,244.60001,26.625,6,10,3.8,0,0,0
10,autumn,medium,high,7.7,9.9,2.75,1.39,2082.8501,7.667,40.667,0.8,0,2.9,1.6,0
11,summer,small,high,8.4,6.3,28.333,1.287,35,12.75,218,NA,7.3,6.9,1.5,0
12,summer,large,medium,7.5,8.1,55.35,1.003,18.429,NA,14.354,54.367,5.5,0,0,0
13,winter,medium,high,7.74,10.53,38.125,5.41,161.81799,34.636,3,10.5,31.9,0,0,0
14,winter,small,high,7.72,9.8,77.364,5.694,120,16,17,5.2,7.5,1,22.9,3.2
15,winter,small,high,7.3,10.8,53.425,0.758,53.846,59.429,18,3,5,4.3,0,6
16,winter,large,high,8.3,11.5,37.6,3.73,14.75,26.6,98.25,19.4,40.9,2.2,1.6,0
17,winter,small,medium,6.4,9.8,7,9.248,39,18.667,50,12.1,5.4,0,15.8,0
18,spring,medium,high,8.7,11.3,32.54,1.443,137.27299,49,6.2,31,21.5,3.5,6.7,31.2
19,summer,medium,medium,7.35,6.2,29.775,9.773,24064,82.222,20.75,6.4,0,0,0,2.4
20,winter,medium,low,7.91,10.4,5,2.822,10,564.59998,287,6.8,22,0,0,0
21,autumn,medium,medium,7.57,10.7,30.125,1.67,3466.65991,61.556,61.6,23.8,0,0,11.5,1.4
22,autumn,small,high,8.3,10.29,5.326,0.735,102.5,15.6,232.89999,50,0,0,0,0
23,autumn,large,high,7.75,4.8,41.163,3.245,101.667,39,269.66699,7.6,13.2,2.5,15.7,0
