1)
  season   size  speed mxPH mnO2    Cl  NO3   NH4  oPO4   PO4 Chla   a1   a2  a3  a4  a5   a6   a7
1 winter medium   high 8.43 11.2 41.16 6.24  62.5 105.0    NA  0.5  0.0  8.0 6.8 0.0 2.4  0.0  2.4
2 autumn  small medium 8.70 12.0 29.77 1.29 345.5  33.8 558.8 11.7  0.0  0.0 1.4 2.4 0.0  2.6 15.1
3 spring  small medium 7.29 11.4 40.02 4.91  12.5   3.8  46.4   NA  3.3  3.9 2.6 0.0 1.7  0.0  9.7
4 spring  small medium 8.00  4.8  1.55 2.32  66.7  61.2  56.7 46.1  2.4  5.5 1.7 0.0 1.4  9.6  0.0
5 winter  large    low 8.00  9.0  5.27 1.42 105.6  58.2 284.0  7.9  9.2  0.0 0.0 0.0 9.0 10.1  0.0
6 winter medium medium 7.19  3.4 39.00 6.64  58.5  13.0  75.2 28.4 25.4 53.6 3.0 0.0 0.0 12.6  0.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,winter,medium,high,8.43,11.2,41.163,6.238,62.5,105,NA,0.5,8,0,0,2.4
2,autumn,small,medium,8.7,12,29.775,1.288,345.45499,33.8,558.75,11.7,0,2.4,2.6,15.1
3,spring,small,medium,7.29,11.4,40.02,4.908,12.5,3.8,46.438,NA,3.9,0,0,9.7
4,spring,small,medium,8,4.8,1.549,2.316,66.667,61.182,56.667,46.075,5.5,0,9.6,0
5,winter,large,low,8,9,5.273,1.42,105.556,58.222,284,7.9,0,0,10.1,0
6,winter,medium,medium,7.19,3.4,39,6.64,58.5,13,75.207,28.4,53.6,0,12.6,0
7,summer,small,low,8.15,10.7,47.229,5.132,235,32.5,138.5,3.2,7.4,3.9,1.4,0
8,winter,small,medium,8.5,9.2,9,4.99,245,44.667,60,10,3.1,0,0,0
9,summer,small,high,7.4,3.6,7,1.051,102.5,26,170,6.9,5.4,6.9,0,0
10,summer,small,high,6.6,7.4,2.111,1.39,178.57001,60.833,262.72699,0.8,8.9,0,0,2.4
11,autumn,medium,high,8.4,10.2,42.636,3.78,380,205.636,6,0.8,28.2,0,0,0
12,summer,small,low,8.3,10.8,16,2.899,10,6,85,1,0,0,1.5,0
13,winter,small,high,7.74,9.6,53.425,3.02,NA,24,218,17.2,0,0,0,0
14,spring,small,high,6.6,5.5,NA,4.535,60,35.333,200.231,68.05,0,2,33.2,6.8
15,summer,small,medium,7.9,9.4,51.113,1.448,160,27,84,2,5,0,16.6,0
16,winter,medium,high,7.55,8.1,NA,1.921,14.75,97.333,146.452,9,0,0,1.6,0
17,summer,large,medium,7.7,8,49.9,1.415,39,51.111,11.818,3,0,0,1.9,1.2
