1)
  season   size  speed mxPH mnO2    Cl   NO3   NH4  oPO4   PO4  Chla   a1   a2   a3  a4  a5  a6  a7
1 winter medium medium 7.74  6.2 41.16 6.238  25.0 102.0  79.8  4.50  1.9  0.0 10.2 2.9 2.2 8.3 2.0
2 summer  small medium 9.10 11.0  7.33 1.288  10.0 104.2 215.5  1.30 15.1 15.7  0.0 2.6 0.0 0.0 4.9
3 autumn  small medium 7.09 11.4  6.30 0.445 346.7 120.5  56.7    NA  2.4 53.6  0.0 0.0 1.2 0.0 9.7
4 spring  small    low 7.78  7.6  4.70 2.316  14.8  36.0  61.5 50.23  9.2  5.5 18.9 2.4 1.7 8.2 2.9
5 autumn  small medium 8.00  9.0 64.09 1.420 233.7  58.2 201.8  5.54  0.0  0.0  0.0 0.0 0.0 4.1 0.0
6 autumn  small   high 7.19 12.0 28.33 3.778 161.8  13.0  75.2  3.20 16.8 25.4  9.4 4.0 8.6 4.5 6.6
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,winter,medium,medium,7.74,6.2,41.163,6.238,25,102,79.75,4.5,0,2.9,8.3,2
2,summer,small,medium,9.1,11,7.333,1.288,10,104.222,215.5,1.3,15.7,2.6,0,4.9
3,autumn,small,medium,7.09,11.4,6.3,0.445,346.66699,120.5,56.667,NA,53.6,0,0,9.7
4,spring,small,low,7.78,7.6,4.7,2.316,14.75,36,61.5,50.225,5.5,2.4,8.2,2.9
5,autumn,small,medium,8,9,64.093,1.42,233.7,58.222,201.778,5.544,0,0,4.1,0
6,autumn,small,high,7.19,12,28.333,3.778,161.81799,13,75.207,3.2,25.4,4,4.5,6.6
7,summer,medium,medium,8.56,10.3,3.275,2.231,25.833,32,249.25,3.2,1,3.5,1.4,30.1
8,autumn,small,medium,7.4,10.6,139.989,9.08,46.2,10.8,6,7.9,0,1,0,1.1
9,autumn,small,medium,8.06,10.7,NA,0.701,1081.66003,20,20.812,10,5.4,0,10.6,0
10,autumn,medium,medium,8.1,8.2,130.67,1.39,178.57001,8.692,23,14.7,11.3,0,17,3.9
11,winter,small,high,7.62,10.2,53.333,0.406,56.364,19.111,279.06601,0.8,21.6,12.7,0,0
12,summer,medium,medium,8.3,7.1,87,1.003,371.11099,137.60001,14.354,53.1,21.7,0,1.5,0
13,winter,medium,high,8.06,9.6,64,4.665,49.5,24,213,1.3,4.7,0,0,10.2
14,summer,small,high,7.72,3.4,8.3,4.99,10,144,17,0.5,6.4,1.7,31.8,2.7
15,autumn,small,high,8.66,11.7,54.19,1.448,46.5,13,188.66701,2,21.5,5,0,3.6
16,autumn,small,medium,NA,10.2,12.444,2.67,98.182,144.66701,98.25,1.1,5.6,0,1.6,0
17,spring,medium,medium,8.4,8,32.4,0.381,101.25,18.667,50,NA,3.1,0,6.8,1.7
18,summer,medium,high,8.87,11.5,7,1.443,28,180.66701,138.7,5.609,5,1.9,12.7,0
19,autumn,small,low,7.45,6.8,29.775,5.078,3466.65991,10,27.5,7.6,0,4.3,0,6
20,winter,medium,medium,8.5,10.7,5,2.822,197.909,564.59998,287,0.8,8.9,0,0,1.4
21,spring,medium,high,7.83,10.7,3.5,1.32,931.83301,467.5,82.444,1,0,0,0,0
22,spring,small,medium,8.3,9.8,47.778,5.97,NA,75.875,558.75,0.5,38.8,0,17.8,1.4
23,autumn,small,medium,8.3,10.3,73.25,3.245,18.429,125.667,171.272,2,3.4,2.5,6.4,0
24,spring,small,low,7.2,5.3,63.292,1.715,723.66699,41.5,75.904,20.6,1.4,3.7,0,1
25,winter,small,medium,7.84,3.3,63.51,0.866,11.111,60,143.75,21.22,8.6,0,0,0
26,spring,large,high,8.1,5.8,32.3,1.287,103.333,9,98.143,3,0,0,22.9,1
27,winter,large,low,8.7,10.8,NA,0.886,170.909,97.333,222.286,4.5,7.5,0,0,0
28,winter,medium,high,7.8,10.1,13.5,0.63,2167.37012,9,NA,75,0,2,0,0
29,summer,small,medium,8,6.7,8.69,1.572,153,3.222,121,6.429,0,0,0,1.6
30,spring,medium,low,7.7,10.4,39,5.456,208.33299,12,183.66701,9,0,4.1,0,0
31,autumn,medium,medium,6.8,9.3,50,3.33,165,28.625,607.16699,0.8,16,6.8,0,0
32,winter,medium,high,8.5,11.8,7,6.2,40,132.5,197.14301,26.8,0,0,11.1,2.2
33,winter,small,high,7.4,9.5,20.083,3.02,217.75,282.16699,102.571,1.4,0,0,42.7,1.2
34,spring,large,medium,8.7,11.3,49.625,1.172,461.875,50.889,35.2,30.4,9.1,6.8,0,0
35,winter,small,high,7.83,10.7,12.536,3.316,103,6.5,26,3.7,19.6,0,17,10.8
36,summer,small,medium,8.7,8.4,44,1.415,27.5,412.33301,218,13,0,0,0,1
37,winter,large,high,8.8,10.9,1.17,1.587,142,41.3,146.452,0.6,16,1,0,4.3
38,winter,medium,low,8,8.2,194.75,10.416,15,2.5,205.875,0.8,1.9,1.1,0,0
39,winter,medium,medium,8.84,11,66.3,1.208,27.286,196.62,116.2,13.1,12.7,1.8,0,0
40,winter,large,high,8.4,10.5,41.25,3.351,228.75,10.583,320.39999,17.2,2.7,0,0,0
41,spring,small,medium,9,6.3,57.75,0.536,51.111,16.833,11.818,5.45,5.9,0,2.6,0
42,spring,medium,high,7.91,11.7,51.113,4.87,245,3,187.05701,2.5,0,0,0,6.1
43,winter,small,high,8.3,10.7,50,2.64,2082.8501,2,124.2,0.5,40.9,0,0,0
44,spring,large,medium,8.1,9.4,0.222,0.77,10,276.85001,313.60001,11.84,10.4,0,7.9,1.4
45,summer,small,high,8.4,8.5,69.75,4.555,10.5,34.5,7,4.5,28.2,6.9,0,0
46,winter,small,high,8.3,7.8,47,6.096,32.727,78.333,130.75,2.15,1.5,5.7,64.6,0
47,winter,large,high,8,7.1,54.143,6.513,35,16,292.625,0.8,0,0,17.2,0
48,winter,medium,high,8.6,5.3,32.54,1.374,8777.59961,47.5,56.091,46.075,0,5,0,0
49,summer,medium,high,7.6,10.5,15,3.02,196,4,61.444,25,0,1.2,0,1.2
50,summer,large,medium,7.7,11.21,17.75,1.203,118.571,22.444,303.33301,1.1,7.4,4.8,6.9,4.2
51,winter,medium,high,7.4,8.1,95.367,0.663,120,12.75,6,6.9,0,0,77.6,1.4
52,spring,medium,high,8.2,11.8,30.125,5.099,NA,45.9,45,50,0,2.2,17.1,0
53,spring,medium,low,7.7,9.9,79.077,1.47,28.333,27,34,0.5,36.6,4.9,0,1.9
54,autumn,large,medium,7.6,4.4,36.248,0.91,18.333,4,3,0.8,0,0,0,3.9
55,winter,large,high,8.4,9.2,46.167,0.05,155,24.667,44.136,NA,6,0,29.5,0
56,winter,medium,medium,5.6,4.9,4.575,3.14,5,16,624.73297,12.1,0,0,0,3.2
57,autumn,small,medium,8.6,7.7,2.2,1.32,10,102.364,4,0.5,4.6,7.7,4.6,1.9
58,summer,large,medium,8.43,9.8,57.848,0.308,22.5,234.5,13.6,23.8,0,0,42.1,0
59,spring,medium,medium,6.6,6.5,43.97,0.825,345.45499,54,77.434,7.3,1.2,0,0,0
60,autumn,medium,medium,8,9,11,5.13,10,1,277.33301,NA,21.1,0,8.7,0
61,spring,small,high,8.7,7.1,32.056,0.826,76,264.89999,137.778,41,0,0,4.5,0
62,winter,small,medium,7.5,NA,10.5,1.588,92.375,32.5,6.5,NA,1.7,0,0,6
63,summer,large,medium,8.7,10.6,42.636,5.414,192.5,3.333,111.75,3.5,3.4,0,0,0
64,autumn,medium,high,7.57,10.5,8,3.235,1911,2,232.83299,22.5,4.3,2.2,0,0
65,winter,large,low,7.8,8.1,5.326,5.694,370,14.667,125.8,NA,28,44.6,0,1.9
66,autumn,small,high,7.44,11.7,4.545,0.672,43.75,12.889,87.125,5.111,1,0,0,1.4
67,spring,small,low,8.2,5.4,4.083,4.535,112.857,1.25,84,72.478,2.1,0,0,0
68,winter,small,medium,7,9.2,21.95,0.921,51.429,175.66701,252.5,98.817,72.6,3,5.1,0
69,summer,large,high,8.2,11.2,82.852,8.984,12.5,220.75,344.60001,2.338,0,4.6,0,2.2
70,summer,small,medium,8.7,7.1,NA,2.55,21.571,159.16701,388.16699,1,4.9,0,0,1.9
71,spring,medium,medium,9.5,7.4,NA,3.07,215.556,66.4,276,34.75,4.1,0,3.1,1.5
72,autumn,medium,low,8.3,10.5,173.75,0.9,8,23,186,31.738,0,4.6,0,1.4
73,spring,small,low,9.1,11.5,NA,6.188,5.8,16,72.696,22.7,4,0,21.4,0
74,winter,large,high,6.6,6.2,23.825,3.617,15,16.8,138.5,20.87,12.7,4.4,0,0
75,winter,medium,high,8.5,10.4,129.375,3.444,33.636,100,391.75,3,2.1,13.4,49.4,1
76,autumn,medium,high,8.7,11.3,35.75,9.773,13.5,59.429,6.667,18.37,0,1.2,10.3,0
77,autumn,medium,high,9.06,9,12.182,0.996,224.286,18.25,11,11.7,4.3,1,0,0
78,autumn,large,medium,8.4,9.7,16,2.302,109,77.333,14,2.7,0,0,0,2.1
79,spring,medium,medium,7.75,9.7,151.83299,0.658,130,44,11.8,2.9,1.9,11.3,6.7,4.1
80,winter,small,low,7.5,10.7,22.32,0.461,430,39,304,2.8,1.6,3.4,0,0
81,autumn,medium,high,8.3,7,NA,4.908,920,31.333,6.75,10.5,2,2.2,1.5,3.3
82,spring,large,high,7.3,11.8,NA,4.93,60,191.75,219.909,65.7,18.4,7.6,0,14.4
83,winter,small,medium,7.9,4.5,37.6,1.519,271.25,7.667,232.89999,2.5,21.5,1,5.4,3.3
84,summer,medium,high,5.7,8.4,44.205,1.051,10,27.5,326.85699,3.2,4.1,28.8,6.2,1
85,spring,medium,high,6.6,10.8,22.35,6.045,737.5,10.667,275.14301,22.5,0,0,52.5,25.6
86,winter,medium,high,8.2,8.5,53,0.846,72.6,37,253.25,0.8,0,0,4.7,2.4
87,spring,large,medium,7.6,6,6.167,6.64,175,173,169.00101,18.33,0,2.2,13.2,0
88,winter,medium,medium,7.8,6.9,70,1.51,124.364,30.75,84.46,4.3,0,1.2,0,2.1
89,winter,small,medium,7.6,8.3,53.102,1.335,38.111,85.5,254.60001,8.1,17.1,0,9.9,1
90,spring,medium,medium,7.79,9.6,69,4.86,10,6,60,3.1,0,0,0,6.8
91,autumn,small,medium,8.3,12.1,10.936,2.818,6400,25.167,52.875,0.3,0,0,12.4,0
92,winter,medium,medium,7.6,4.5,11,5.099,102.5,346.16699,102.333,2,3.9,1.2,0,0
93,winter,small,high,8,10.77,8,3.14,27.069,104.727,285.71399,21.9,0,1.7,0,31.2
94,winter,large,high,8.1,7.9,82.111,2.443,96.833,428.75,75.333,NA,12,1.6,5.1,0
95,spring,medium,high,8.07,10.9,61.05,4.94,205.66701,159.5,244,8.155,0,0,20.4,0
96,winter,small,high,8.7,8.6,11.818,3.978,10,35.333,141.83299,20.829,0,0,0,0
97,winter,large,high,9.7,11.7,22.455,1.651,98.333,7.4,186.5,81.54,0,0,0,18.6
98,winter,medium,low,7.6,9,57.75,2.323,83.75,9.667,200.231,16,16.2,3.4,0,0
99,spring,medium,high,7.9,10.5,NA,3.773,37.778,57.6,49.333,0.3,2.1,0,8.5,0
100,winter,small,medium,9.1,4.8,85.982,8.688,52.2,7.3,54.916,0.4,40.7,1.2,0,0
101,winter,small,medium,8.43,11.3,63.625,1.535,122.5,23,239,5.2,0,0,1.2,1.6
102,summer,large,medium,7.3,13.4,38.125,0.923,31.333,37.375,154.125,5.233,1,0,0,0
103,summer,medium,high,7.5,8.7,65.333,2.899,160,1.8,11,0.5,0,0,0,2.1
104,winter,small,medium,6.5,10.8,34.5,4.508,1386.25,151.33299,170,NA,15.2,0,0,0
105,summer,medium,high,8.5,10.8,27.4,3.85,227.60001,102.333,246.66701,5.2,0,0,3.6,0
106,spring,medium,low,8.6,7.3,48.429,8.759,429.20001,109,211.66701,0.8,7,0,0,1.9
107,spring,medium,medium,7.9,8.1,29.5,0.735,578,46.667,111.375,4.3,5.2,3.5,0,2.7
108,autumn,medium,high,7.8,11.1,0.8,2.8,96.667,246,120.889,19.4,0,3.5,0,7.8
109,summer,small,low,7.7,6.5,23.25,2.31,54.778,60.833,140.517,1.4,2.6,0,5.9,0
110,autumn,medium,high,8.15,6.2,41.5,1.67,3515,53.625,88.5,93.683,0,1.4,0,0
111,winter,medium,medium,8.1,9.8,7.613,1.534,102.75,62.625,17.333,1,1.5,4,0,0
112,spring,small,high,8.58,9.7,104.818,9.248,505,NA,72.9,2.8,0,1,0,5.8
113,spring,medium,high,8,NA,131.39999,1.72,20,205.636,16.662,92.667,0,0,0,7.1
114,summer,medium,high,7.9,8.8,47.229,1.875,60,38.625,235.66701,3.6,11.2,1.2,17.7,3.2
115,summer,small,high,8.5,10.1,40.02,3.9,65.455,2.5,46.438,27.5,0,0,3.3,6.1
116,spring,large,high,7.8,9.9,12,1.527,206.53799,1,127.222,68.05,0,0,0,5.5
117,spring,large,medium,8.1,11.62,4.326,5.442,105.556,143.71001,233.5,NA,7,0,4.7,0
118,winter,small,high,8.5,11.6,74.667,3.923,40,3.545,13.2,28.4,19.6,0,2.2,0
