1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"2","autumn","small","medium",8.7,10.4,194.75,1.288,65.556,191.75,167.89999,26.8,14.4,1,4.1,0,0,0,0
"3","autumn","large","high",7.09,11.4,12,3.316,346.66699,246,46.6,2.1,3.3,2.1,0,0,0,0,0
"4","summer","small","high",7.925,4.8,1.549,0.102,52.2,49,138.7,3.6,2.4,0,18.9,0,1.7,0,0
"5","winter","small","medium",7.3,9,29.5,1.42,122.5,58.222,97.58,10.5,55.5,7.5,0,0,0,0,1
"6","autumn","medium","low",7.19,10,7.838,3.778,233.7,143.71001,18,92.667,28.1,0,23.2,1.7,16.2,12.6,0
"7","winter","small","medium",8.3,10.3,12.146,7.83,345.45499,37.375,391.75,3.2,0,1,3.2,0,0,0,0
"8","summer","small","medium",8.3,10.6,47,45.65,160,3,102.571,1.7,54.4,20.1,1,0,15.3,0,0
"9","spring","medium","high",8.43,11,23.825,2.68,49.5,1,104,6.167,0,5.4,1.7,4.9,1.4,5.9,0
"10","winter","medium","medium",7.93,9.9,2.933,0.05,371.11099,28.625,6,0.8,7.6,0,0,0,2.7,0,0
"12","winter","small","low",8.3,8.1,30.125,0.73,76,132.5,14.354,20.578,46.8,0,3.3,0,12.4,1.5,0
"13","summer","large","medium",7.74,6.8,9.055,0.699,37.778,27,10.75,4.5,20.3,14.6,11.5,0,2.9,0,0
"14","summer","large","medium",7.55,11,77.364,8.759,723.66699,48.667,16.662,68.05,66,6.4,0,1.4,1.4,33.2,1.4
"15","summer","large","high",7.9,11.5,48.429,3.414,46.2,13,72.696,2,1.9,0,0,0,0,16.6,0
"16","autumn","medium","low",7.72,9.6,4.7,3.734,578,50.889,16,9.882,24.3,0,2.7,1,28.8,1.6,0
"17","summer","medium","medium",6.6,4.9,44.205,0.758,39,35.333,50,3.7,86.6,12.7,13.5,0,0,17.7,0
"18","autumn","small","high",8.5,12,32.54,1.443,10,2,254.60001,14.7,1.7,11.3,3.1,1.9,7.7,0,1.7
"19","spring","small","high",8.1,8.3,48.667,0.445,24064,27.25,22.9,32,4,0,0,0,1.2,15.7,1
"20","autumn","medium","medium",8.5,10.2,22.35,10.416,109,137.60001,15,3.2,35.5,0,14,4.6,10.6,0,2.2
"21","summer","large","medium",7.83,10.7,5.326,7.195,3466.65991,159.16701,586,12.1,0,0,0,6.8,1.9,13.2,1.4
"22","spring","small","high",7.4,5.5,22.455,3.31,35,47.5,170,0.5,3.1,0,0,0,7.5,0,0
"23","autumn","small","medium",7.75,8.9,3.86,1.715,228.75,1,6.5,7.6,64.3,25.4,12.9,0,27.6,0,0
"24","winter","large","high",7.2,9.8,50,3.245,217.75,53.625,87.125,18.3,0,0,3.9,3.7,0,0,0
"25","spring","small","high",7.84,10.5,47.229,5.33,11.111,15.6,244,2,39.7,3.9,2.2,3.5,0,0,3.4
"26","summer","small","medium",8.21,10.3,82.857,3.976,165,72,130.75,3,0,0,0,0,5.5,0,0
"27","winter","small","high",7.4,8.5,40.226,2.942,178.57001,166.72701,200.231,1.4,0,11.6,11.8,3,0,16.7,0
"29","spring","medium","low",8.3,9.2,3,5.13,102.75,36.3,121,0.8,31.1,0,0,2.2,0,0,10.8
"30","spring","medium","high",8.3,6.5,129.375,0.663,120,51.111,186,21.9,33.9,0,14.6,0,9.2,42.1,22.1
"31","autumn","small","medium",7.7,9.5,7,5.694,10,19.111,142,5.62,12.3,0,1.2,0,0,0,1.9
"32","spring","medium","high",8.2,9.8,2.2,0.642,6400,60,108,12.32,39.1,17.1,1.9,0,4,0,2.2
"33","autumn","small","medium",7.4,8,32.4,4.93,124.167,71,320.39999,22.5,19.4,0,0,0,2.5,0,1.4
"34","summer","small","medium",8.4,10.5,57.848,1.172,236,51.111,253.25,31.738,41,9.1,0,0,22.1,0,4.9
"35","winter","small","medium",8.4,6.7,11.867,1.72,32.5,34.5,72.9,5.45,12.5,40.7,4.7,6.2,3.4,0,2.9
"36","spring","small","medium",8.7,8.4,61.05,0.381,28.333,467.5,201.778,13,1.6,0,2.1,1.2,0,4.5,0
"37","winter","large","high",8.4,9.9,11,1.67,142,61.25,275.14301,5.111,0,5,1,1.7,13.3,0,2.1
"38","summer","large","medium",8.7,11.7,49.625,2.31,43.75,97.333,79.75,5.609,12.6,4.6,0,3.7,3.1,0,0
"39","winter","small","high",8.3,11.7,54.143,2.64,25,196.62,269.66699,5.5,2,5.4,0,0,4.9,31.8,30.1
"40","winter","large","medium",8.7,10.5,41.25,3.351,10,39,183.66701,17.2,2.2,2.7,1.7,0,0,0,0
"41","autumn","small","medium",8,11.2,39.109,7.16,98.182,7.667,317,34.75,32.8,5.9,2.9,0,5.8,0,2.9
"42","summer","medium","high",8.6,7.1,53,0.923,60.11,45,138.5,30,0,21.7,0,4.3,0,11.1,0
"44","autumn","small","high",7.3,8.8,187.183,0.308,51.429,13,101.455,11.84,2.2,0,1,0,1,3.3,1.2
"46","winter","large","high",8.6,12.5,10.5,0.536,128.571,78.333,215.5,3.3,29.5,4.1,0,4.8,6.4,0,2.7
"47","winter","small","medium",8,7.7,3.136,4.825,176.66701,85.5,292.625,0.8,16.5,28,1.2,0,5.7,5.1,0
"48","autumn","small","high",8,11.7,88,0.701,72.6,12.75,56.091,3,1.9,5.6,0,0,2.6,0,0
"49","autumn","small","medium",7.8,11.7,57.75,3.02,112.857,32.5,58.374,1.4,9.2,0,1.9,0,22.5,8.3,7
"50","autumn","medium","medium",6.5,11.21,17.75,5.099,122.85,136.75,20.812,0.5,18.9,7.4,0,3.5,8,0,0
"51","winter","medium","high",8.1,9.5,22.32,5.442,22.5,12.75,115,7.9,0,0,25.9,0,1.2,0,3.6
"53","spring","small","medium",8.2,11,55.35,2.818,31.333,75.875,120.889,0.5,4.1,0,0,0,0,0,1.9
"54","spring","large","medium",7.7,9,6.167,2.978,18.333,55,11.818,2,17,0,0,0,2.7,6.9,0
"58","spring","medium","medium",9.1,11.62,104.818,0.23,27.286,32,7.654,1.1,17.1,12.7,0,1,0,0,0
"59","spring","small","medium",7.9,11.1,43.97,3.318,235,12.75,102.333,7.3,1.4,0,0,7.8,0,32.1,0
"61","spring","small","medium",8.7,11.7,69.75,8.543,215.714,264.89999,56.667,3,2.4,1.9,0,0,0,3.6,0
"63","spring","small","medium",7.45,12.9,12.778,5.414,5,3.333,7,2.1,1.2,6.7,0,0,0,0,0
"64","summer","large","medium",8,8.2,5,1.203,192.5,2,6.75,11.7,64.2,1.5,2.9,0,5,0,1.4
"65","autumn","large","high",8.3,10.29,1.17,1.474,8,104.5,3,0.9,15.8,0,25.3,44.6,34.2,0,1.2
"66","winter","small","low",7.44,7.8,11.818,0.672,206.53799,64,75.904,9.384,0,0,7.5,0,6.5,0,31.6
"67","autumn","medium","low",8.22,5.4,3.275,2.822,40,100,11,23.8,2.9,2.1,42.8,5.3,0,0,0
"69","winter","medium","medium",8.5,4.3,64.093,3.765,125.333,220.75,351.60001,28.4,1.1,0,0,7.6,0,0,0
"70","summer","medium","medium",7.5,3.2,0.222,6.188,155,412.33301,2.5,4.3,1.4,4.9,2,6.9,6.6,0,0
"73","summer","medium","high",8.3,6.35,0.8,3.78,103,8.6,141.83299,1,5.9,18.4,22,0,0,21.4,4.2
