1)
  season   size  speed mxPH mnO2    Cl  NO3    NH4  oPO4   PO4 Chla   a1   a2   a3  a4   a5   a6
1 winter  small   high 7.30  9.4  1.45 4.93 3515.0 125.7 125.8 50.0  3.6 13.2  0.0 2.4 34.2  8.3
2 spring medium   high 8.70 12.0 77.00 5.69   32.5  35.3  20.8  1.3  5.7  0.0  4.1 6.9  7.3  0.0
3 winter medium medium 5.70 10.4 40.02 6.22  225.0 246.0 140.5   NA  3.3 53.6  0.0 0.0  0.0  0.0
4 spring medium   high 8.06  4.5  1.55 2.32  109.0  61.2 138.7  7.3  0.0  0.0  0.0 0.0  0.0  0.0
5 autumn  small medium 7.80  9.0 17.75 1.42  233.7  58.2  97.6 75.0 55.5  2.9  0.0 0.0  0.0  0.0
6 spring  large   high 7.19 10.0 63.29 2.95   52.2  13.0 115.0 28.4  0.0  2.9 12.9 4.0  0.0 12.6
   a7
1 0.0
2 2.9
3 0.0
4 3.2
5 1.0
6 0.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,winter,small,high,7.3,9.4,1.45,4.93,3515,125.667,125.8,50,13.2,2.4,8.3,0
2,spring,medium,high,8.7,12,77,5.694,32.5,35.333,20.812,1.3,0,6.9,0,2.9
3,winter,medium,medium,5.7,10.4,40.02,6.225,225,246,140.517,NA,53.6,0,0,0
4,spring,medium,high,8.06,4.5,1.549,2.316,109,61.182,138.7,7.3,0,0,0,3.2
5,autumn,small,medium,7.8,9,17.75,1.42,233.7,58.222,97.58,75,2.9,0,0,1
6,spring,large,high,7.19,10,63.292,2.954,52.2,13,115,28.4,2.9,4,12.6,0
7,autumn,medium,medium,7.29,10.3,37.6,0.672,643,37.375,138.5,4.9,21.5,3.9,0,0
8,spring,medium,low,7.9,10.6,4.326,2.273,2082.8501,5,102.571,6.9,1.6,0,0,0
9,summer,small,high,7.61,10.5,11.867,2.302,20,173,18.293,18.33,0,0,0,0
10,winter,medium,medium,8,3.4,4.575,0.996,345.45499,8.692,22.9,0.8,1.7,2.9,0,1.7
11,winter,small,high,8.5,9.2,53.333,1.72,380,197.83299,40.667,5.609,8.6,1.7,64.6,0
12,summer,small,medium,8,11.1,NA,1.003,60,38.625,233.5,1,7.3,3.2,7.5,0
13,winter,medium,high,7.74,9.6,47.229,1.203,10,4,10.75,0.6,3.4,1.2,0,6.1
14,winter,large,medium,7.57,11.7,5.326,8.759,22.5,31.333,14,2,0,0,22.9,0
15,summer,small,medium,8.66,3.2,54.143,1.448,215.556,4.25,127,2,5,0,16.6,0
16,spring,medium,medium,7.55,11.5,7.333,3.07,14.75,97.333,167.89999,5.5,0,1.4,0,0
17,spring,medium,medium,7.78,8,10.936,0.81,39,53,50,12.32,0,0,6.8,1.9
18,autumn,small,high,7.35,10.77,32.54,0.866,103.333,55,254.60001,0.5,21.5,1.9,2.6,5.2
19,summer,small,medium,7.14,6.5,8,0.445,24064,2,292.625,0.3,0,4.3,0,1.7
20,winter,medium,medium,8.5,11.1,5,6.188,196.66701,24.667,111.375,5.2,0,4.1,0,0
21,winter,large,medium,7.83,11.8,3.5,4.825,3466.65991,6,586,16,0,0,11.5,1.4
