1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"1","winter","small","high",7.3,9.4,1.45,4.93,3515,125.667,125.8,50,3.6,13.2,0,2.4,34.2,8.3,0
"2","spring","medium","high",8.7,12,77,5.694,32.5,35.333,20.812,1.3,5.7,0,4.1,6.9,7.3,0,2.9
"4","spring","medium","high",8.06,4.5,1.549,2.316,109,61.182,138.7,7.3,0,0,0,0,0,0,3.2
"5","autumn","small","medium",7.8,9,17.75,1.42,233.7,58.222,97.58,75,55.5,2.9,0,0,0,0,1
"6","spring","large","high",7.19,10,63.292,2.954,52.2,13,115,28.4,0,2.9,12.9,4,0,12.6,0
"7","autumn","medium","medium",7.29,10.3,37.6,0.672,643,37.375,138.5,4.9,0,21.5,0,3.9,1.4,0,0
"8","spring","medium","low",7.9,10.6,4.326,2.273,2082.8501,5,102.571,6.9,0,1.6,3.9,0,15.3,0,0
"9","summer","small","high",7.61,10.5,11.867,2.302,20,173,18.293,18.33,1.1,0,1.7,0,0,0,0
"10","winter","medium","medium",8,3.4,4.575,0.996,345.45499,8.692,22.9,0.8,0,1.7,0,2.9,5.3,0,1.7
"11","winter","small","high",8.5,9.2,53.333,1.72,380,197.83299,40.667,5.609,10.8,8.6,0,1.7,9.2,64.6,0
"13","winter","medium","high",7.74,9.6,47.229,1.203,10,4,10.75,0.6,43.5,3.4,0,1.2,0,0,6.1
"14","winter","large","medium",7.57,11.7,5.326,8.759,22.5,31.333,14,2,0,0,0,0,8,22.9,0
"15","summer","small","medium",8.66,3.2,54.143,1.448,215.556,4.25,127,2,3.8,5,23.2,0,0,16.6,0
"16","spring","medium","medium",7.55,11.5,7.333,3.07,14.75,97.333,167.89999,5.5,24.3,0,1.8,1.4,0,0,0
"17","spring","medium","medium",7.78,8,10.936,0.81,39,53,50,12.32,48.3,0,0,0,0,6.8,1.9
"18","autumn","small","high",7.35,10.77,32.54,0.866,103.333,55,254.60001,0.5,1.7,21.5,9.4,1.9,22.5,2.6,5.2
"19","summer","small","medium",7.14,6.5,8,0.445,24064,2,292.625,0.3,81.9,0,0,4.3,1.2,0,1.7
"20","winter","medium","medium",8.5,11.1,5,6.188,196.66701,24.667,111.375,5.2,0,0,13.6,4.1,11.5,0,0
"21","winter","large","medium",7.83,11.8,3.5,4.825,3466.65991,6,586,16,7.6,0,0,0,4,11.5,1.4
"22","spring","small","high",8.3,10.2,22.455,1.328,96.667,109,98.143,1.1,8.7,5.4,0,2.3,0,0,0
"23","spring","small","low",7.75,8.8,0.222,1.212,53.846,16,6.5,7.6,13.6,25.4,0,0,10.2,0,1.9
"25","spring","small","high",8.6,3.3,10.556,2.304,236,34.636,91.111,1.4,39.7,0,1.2,0,0,0,3.4
"26","spring","small","high",7.79,11.4,66.3,9.248,271.25,144.66701,771.59998,10,1.9,0,6.1,0,1.4,10.1,0
"27","winter","medium","high",7.5,8.4,127.833,1.534,4073.33008,61.556,50.455,18.3,69.9,0,0,0,16.2,42.1,0
"28","spring","small","high",8.4,10.1,29.2,3.02,25.833,9,43.5,4,52.2,0,35.1,0,0,0,0
"29","summer","small","high",8,10.7,8.69,5.97,60,12.75,61.6,3.7,0,17.1,19.6,3,0,4.1,4.1
"30","autumn","medium","high",6.6,10.7,9,2.942,120,54,279.06601,0.5,23.7,0,0,0,19.7,0,3.6
"31","winter","medium","high",8.2,4.4,16,5.41,18.429,7.75,186.5,8.155,1.2,1.9,1.2,0,7.5,3.1,1.2
"32","winter","medium","medium",8.2,8.9,26,4.408,120,6.5,6.2,46.075,1.4,7,0,0,3.1,0,2.2
"33","summer","small","high",7.4,9.5,129.375,5.099,98.182,82.222,60,2,0,38.5,1.9,1,1.2,42.7,7.8
"34","autumn","small","high",8.4,9.4,53,1.172,627.27301,51.111,4,2.9,4.1,9.1,0,6.8,2.6,17.2,1
"35","winter","large","high",8.3,7.1,79.077,3.923,62.5,75.875,72.9,1.7,5.3,0,0,0,0,0,3.9
"36","summer","small","medium",7.5,9.8,45.273,3.561,429.20001,187,44.136,3.6,23.2,0,0,0,0,0,30.1
"37","autumn","large","high",7.3,6.5,1.17,1.655,197.909,264.89999,146.452,0.2,0,0,7,0,0,6.7,2.1
"38","summer","medium","high",8.7,7.8,61.05,3.773,21.571,55,58.374,9.882,32.8,21.7,2,2,0,10.3,0
"39","winter","small","medium",8,7.3,43,2.231,346.66699,12.75,61.444,6.209,2,40.9,10.1,2.7,5.6,31.8,0
"40","winter","small","low",8.43,9.9,2.2,1.67,46.5,182.42,183.66701,3.2,2.4,6,1.4,1.4,0,0,0
"41","summer","small","low",8,9.7,46.167,4.94,92.375,16.833,205.875,3.2,0,5.9,5,0,0,0,0
"42","spring","medium","low",7.91,10.3,22.35,7.83,56.364,53.625,2.5,13.2,82.7,0,0,0,0,1.9,0
"43","winter","medium","high",8.3,8.3,50,5.13,76,2,124.2,22.5,12.7,10.4,7.5,28.8,0,0,0
"44","spring","small","high",8.3,8.8,65.333,0.923,91.833,276.85001,326.85699,2,2.4,3.1,0,0,0,0,0
"45","winter","small","medium",7.7,8.1,69.75,5.164,60.11,33.8,23,3.9,3.4,12.7,24.8,0,0,0,0
"46","summer","medium","high",8.84,12.5,28.333,0.23,33.636,104.222,6.75,2.1,0,1.5,0,0,2.9,1,0
"47","autumn","medium","medium",8.5,11.1,29.775,0.376,35,16,272.22198,0.5,66.9,12.7,1.2,0,11.7,2,0
"49","winter","small","medium",7.6,10.7,15,1.32,11.111,3.333,624.73297,1.4,1.4,5.4,3.3,1.2,8.2,12.7,2.1
"50","summer","small","medium",6.5,9.8,5.889,0.886,15,27.667,558.75,12.1,6.5,1,0,1.1,0,0,0
"51","winter","large","high",8.1,1.5,32.056,0.846,192.5,196.62,6,1.1,18.9,19.6,0,0,1.2,7,5.9
"52","summer","small","medium",8.1,7.6,9,4.459,371.11099,209.85699,361,4.5,24,8.7,10.3,0,12.4,0,0
"53","spring","small","high",7.2,6.3,55.35,2.818,505,1.333,171.272,3,1.5,0,0,0,4,0,0
"54","winter","small","medium",7.3,7.4,82.857,0.91,245,49,1,2.15,54.4,0,0,0,1.2,0,0
"55","autumn","medium","high",8.9,7.1,49.9,6.54,10.5,70,262.72699,8.1,39.1,0,2.4,0,0,0,2.7
"59","winter","medium","low",6.6,12.1,43.97,3.85,1495,2,102.333,7.3,29.7,1.9,1.4,0,17.8,0,0
"60","spring","small","medium",7.93,9.8,56.717,1.732,10,21.083,235.66701,72.478,47.1,12,18.9,0,0,8.7,0
"64","summer","small","high",7.72,8.2,23.825,3.778,5,9.667,123.333,0.6,2.4,0,0,0,2.1,0,1.4
"66","winter","medium","high",7.44,11.7,32.3,4.17,370,61.25,75.904,50.225,86.6,0,0,1.8,6.5,0,1.4
"67","winter","medium","high",8.22,5.5,173.75,0.63,112.857,1.25,213,0.9,16.8,14.6,42.8,0,7.7,5.5,0
"69","winter","medium","medium",8.53,5.3,82.852,0.381,758.75,23,351.60001,0.8,31.1,4.6,0,7.6,0,0,0
"70","spring","large","medium",7.8,11.17,20.083,3.73,1990.16003,412.33301,388.16699,1,15.5,4.9,0,0,0,0,2.4
"71","winter","large","medium",8.7,6.2,130.67,2.67,98.333,151.125,141.83299,22.9,0,0,1,0,6.1,1.4,1.2
"72","autumn","medium","high",9.7,6,10.078,1.335,25,24,152.33299,54.367,4,0,0,0,13.3,10.6,1.4
"73","winter","medium","low",8,10.2,69,9.08,5.8,564.59998,72.696,11.7,5.9,28,1.7,4.4,0,0,4.2
"74","summer","large","medium",8.05,8.5,7.25,3.617,15,75,287,0.8,30.3,5.8,0,2.2,9.5,5.1,1.4
"76","summer","small","high",8.3,8.4,104.818,3.829,12.5,39,246.66701,6.8,2.2,0,7.8,13.4,1.9,0,0
"77","spring","small","low",9.06,10.2,12.182,3.734,102.5,18.25,19,6.167,32.1,0,1,2.2,27.6,9.9,0
"79","spring","medium","low",8.07,10.6,21.95,0.701,1168,9,34,3.6,50.4,0,11.8,11.3,5.5,0,0
"80","winter","medium","low",8,10.8,41.163,0.461,66.667,26.6,304,2.8,75.8,0,2.6,3.4,4.9,6.9,0
"81","winter","medium","medium",7.8,6.8,10.975,2.586,32.5,57.6,11.5,41,4.1,0,2.6,4.6,0,0,1.4
"82","autumn","small","high",8.7,9,10.5,6.238,2167.37012,191.75,219.909,92.667,0,6.4,0,0,1,8.2,0
