1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"2","spring","large","medium",8.53,12,29.2,1.288,1495,12.889,205.875,2,15.1,15.7,4.1,2.4,13.3,0,22.1
"3","autumn","large","medium",8,11.4,10.4,0.642,54.778,58.875,7,0.3,18.3,53.6,42.8,0,0,0,2.7
"4","winter","large","medium",8.06,10.68,1.549,2.316,98.182,45.9,138.7,0.4,39.7,0,2.5,0,1.7,17,0
"5","autumn","small","medium",7.4,9.8,136,4.17,49,24,279.06601,41,55.5,20.6,2.1,0,0,0,0
"6","winter","medium","medium",7.19,6,94,3.414,1168,13,104,28.4,1.2,11.3,0,44.6,3.9,12.6,0
"7","winter","large","medium",8.35,10.1,4.326,5.132,920,5,138.5,5.5,4.4,12.7,3.2,5,0,0,0
"8","autumn","small","medium",8.2,9.5,12.146,0.81,8,143.71001,344.60001,7.3,0,1.6,2.7,0,15.3,49.4,10.2
"10","autumn","large","high",7.93,8.9,4.575,1.39,178.57001,8.692,262.72699,1.1,17,1.4,0,2.9,6.4,5.1,3.9
"11","autumn","small","high",8.3,10.5,20.625,1.287,1386.25,197.83299,40.667,0.8,14.7,40.7,0,1.7,2.9,0,2.9
"13","summer","medium","medium",7.74,9,22.35,1.223,134,51.125,56.667,17.2,43.5,0,10.8,2.4,1.2,0,0
"14","spring","large","high",8.3,3.4,8.69,3.02,32.5,48,17,92.667,0,0,3.1,0,9,22.9,9.7
"15","summer","large","high",7.9,9.6,51.113,3.2,2167.37012,27.5,122,8.1,1.9,5,9,0,0,0,0
"16","spring","medium","medium",7.5,11.5,10.5,0.701,5738.33008,3.222,45,1.1,0,0,21.7,0,0,1.6,4.2
"18","winter","small","high",8.1,8.2,59.067,1.443,25,35.333,61.6,27.618,1.7,21.5,8.8,4.3,1.9,29.5,0
"19","winter","medium","low",8.1,6.8,129.375,5.97,89.6,111.25,56.091,40,81.9,0,0,0,0,42.1,0
"20","winter","medium","medium",7.7,10.7,44.205,1.51,245,20,287,16,0,4.6,13.6,3.5,10.6,0,1.9
"21","autumn","large","medium",7.83,10.7,22.455,4.535,3466.65991,61.182,586,2.3,0,16,13.5,7.7,4,13.2,6
"22","winter","small","medium",7.6,9.2,3.5,1.32,914,15.6,116.2,1.3,3.1,0,0,3.7,1.2,42.4,0
"23","autumn","medium","medium",8,7.6,36.248,3.245,27.286,36.909,18,1.7,23.2,1.9,1,2.5,27.6,16.7,0
"24","winter","small","high",7.2,5.3,50,6.2,40,234.5,10.111,1.2,0,0,1,3.7,0,0,16.7
"25","summer","small","high",7.84,3.3,9.055,5.13,578,105,11.5,1.4,13,2.1,1,3.5,5.2,0,0
"26","spring","small","high",7.72,10.3,87,3.829,165,62.625,84.46,3,86.6,4.1,0,0,2.6,10.1,0
"27","winter","large","high",8,8.4,31.091,0.663,28,61.556,140.517,32,69.9,28,0,0,7.5,12.4,2.1
"29","winter","small","high",8,10.1,79.077,3.908,6400,36.3,142,0.8,31.1,0,24.8,4.3,0,20.4,2.5
"30","summer","medium","high",6.6,6.6,9,1.535,153,1,97.58,0.5,0,0,0,0,5.9,0,0
"31","winter","medium","medium",7.8,8.1,27.233,2.954,17.778,209.85699,58.374,9,3.4,0,1.2,0,0,0,1.4
"32","winter","medium","medium",7.8,9.5,127.833,1.474,737.5,132.5,277.33301,20.8,39.1,17.1,3.3,0,0,11.1,2.2
"33","summer","small","high",7.5,10.5,2.933,3.02,18.429,120.5,102.571,21.22,1.2,0,1.9,0,22.1,0,0
"34","summer","small","medium",8.5,9.4,34.037,0.267,54.75,16,253.25,53.1,1.5,5.6,0,0,0,0,1
"36","summer","medium","medium",7.3,6.1,44,0.381,46.5,16,11.8,5.111,82.7,1.9,0,1.2,0,9.9,1
"37","autumn","large","high",7.4,11.1,1.17,8.759,142,1.625,102.333,2.86,0,7.5,3.3,0,0,0,3.6
"38","summer","medium","high",8.8,9.4,49.625,4.508,43.75,2.5,304,15.3,15.5,1.7,1,0,2.5,0,1.9
"39","autumn","medium","medium",7.8,11.62,6.167,2.64,65.556,37.857,292.625,98.817,2,1.4,0,1.2,0,7.5,30.1
"40","autumn","small","high",8.4,9.9,53,3.351,228.75,182.42,23.485,5.62,2.2,2.7,0,0,0,6.9,1.5
"41","winter","medium","high",7.35,10.6,2.2,1.47,102.75,125.667,361,3.7,3.3,5.9,2.5,0,2.7,16.6,0
"42","spring","medium","high",8.2,7.1,54.19,0.923,60.11,37.375,175.04601,5.233,35.5,21.7,0,3.2,4.9,0,0
"43","winter","medium","high",8.3,8.3,131.39999,5.099,101,276.85001,22.9,1,0,3.4,0,13.4,2.5,64.6,0
"44","spring","small","medium",8.84,9.5,2.111,3.318,51.429,44,326.85699,10.5,4.1,3.1,1,5.3,0,7.9,2.7
"46","autumn","small","high",8.3,12.5,26,0.536,128.571,78.333,40,3.3,29.5,1.5,1,0,0,0,0
"47","winter","large","medium",8,5.5,66.3,3.31,35,16,27.5,3.6,2.4,3.1,10.3,4.8,8.7,2,0
"49","summer","small","medium",7.8,11.7,7,0.05,132.25,12.75,46.438,0.8,9.2,0,1.4,1.2,0,1.6,0
"50","spring","small","low",8.3,11.21,13.5,0.886,133.636,22.444,20.812,12.1,2.9,0,14.6,0,0,15.8,6.8
"52","winter","small","medium",8.66,4.3,30.125,3.978,33.636,47.5,17.333,28.567,24,8.7,12.9,7.8,4.1,0,1.1
"53","spring","small","high",7.44,10.6,55.35,2.818,28.333,191.75,169.00101,0.5,0,0,16,0,8.6,0,0
"54","autumn","large","medium",7.8,9,10.975,2.102,11.111,58.222,140.22,3.2,18.2,0,0,0,0,0,2.4
"56","winter","small","medium",5.6,4.9,187.183,3.14,5,39,16,4,4,0,1.9,1,0,2.7,1.6
"59","spring","medium","high",6.6,11.7,41.163,0.9,345.45499,34.636,57.833,7.3,1.4,1.9,4.9,0,15,42.7,4.9
"61","winter","small","medium",8.1,9.8,41.25,0.445,5.8,264.89999,43.5,2.338,5.7,12.4,0,1,0,1.2,0
"64","winter","small","medium",7.57,12.5,8,2.805,1911,267.75,6.75,2,0,12,0,0,2.1,1.2,1.4
"65","summer","small","high",8.7,11.3,47.229,1.013,160,104.5,7.2,1,7.8,0,5.6,0,6.1,0,0
"68","summer","small","medium",8.3,9.3,23.825,0.921,10,82.222,54.916,17.2,64.2,2.9,0,0,0,10.6,2
"69","spring","medium","medium",8.5,9.6,82.852,1.519,758.75,220.75,351.60001,3.8,0,8.6,2,7.6,0,18.2,1.9
"70","spring","small","medium",6.6,11.7,39.109,1.448,236,136.75,75.333,3.3,1.7,5,1,0,10.2,4.7,0
"71","spring","medium","high",8.47,8.5,130.67,2.67,15,151.125,252.5,19.4,0,2.1,1.2,0,18.7,0,1.2
"72","winter","small","low",7.9,10.5,11,2.304,103.333,4,152.33299,65.7,0,0,0,1.2,0,0,7.1
"73","autumn","small","low",8.43,10.2,26,3.976,27.5,187,49.333,11.7,0,19.6,3.3,3,0,0,0
"74","winter","large","high",8.1,12.1,41.5,6.225,153.75,412.33301,249.25,20.87,3.7,0,0,2.2,9.5,0,0
"75","summer","medium","high",8.2,11.4,10.078,4.825,3515,100,52.875,3,12.3,0,22,4.1,11.5,7,0
"76","spring","medium","high",8.6,9.8,35.75,5.164,137,39,39,0.3,2.2,9.7,6.6,2.2,9.4,0,3.3
"77","summer","medium","high",8.4,8.9,12.182,0.996,10.5,3,11,54.367,64.9,4.1,2.5,4.4,0,0,0
"78","winter","medium","high",8.7,10.77,2.75,3.78,24064,41.5,197.14301,18.33,0,13.7,23.2,0,0,6.2,2.2
