1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"1","winter","medium","medium",8.5,7.6,88,1.208,161.81799,197.83299,75.333,50,0,13.2,1.4,2,5.5,0,0
"2","spring","large","medium",8.7,10.9,39.109,0.846,124.364,33.8,558.75,8.155,18.1,15.7,4.1,3.7,0,6.9,0
"3","autumn","medium","low",7.09,8.4,40.02,5.099,346.66699,75.875,46.438,7.3,31.1,53.6,21.9,1.2,3.4,0,1
"4","autumn","medium","medium",7.9,4.8,1.549,5.694,122.85,23,138.7,5.544,0,0,18.9,0,2.1,0,2.9
"5","winter","small","low",8,9,5.273,1.42,134,58.222,97.58,2,3.6,2.9,0,0,0,0,1
"6","winter","large","medium",7.4,10,47.778,3.778,914,82.222,98.25,28.4,24.8,11.3,0,0,0,0,1.2
"7","summer","large","medium",7.9,10.3,47.229,5.132,235,26.625,10.75,6.209,19.4,14.7,3.2,0,1.2,0,0
"8","summer","small","medium",8.2,10.6,10.207,4.99,49.5,44.667,15,2,0,0,3.9,0,1,22.9,0
"9","winter","small","high",7.3,7.8,10.556,2.273,176.66701,37.375,173.75,2.1,51.8,28,20.2,0,0,0,0
"10","autumn","medium","low",7.6,9.9,69,1.39,88.182,8.692,262.72699,40,18.3,16,1,12.7,1.9,0,0
"11","autumn","medium","medium",8.4,4.4,82.852,6.225,2167.37012,12.75,54.916,0.8,14.7,38.8,0,1.2,2.9,0,0
"12","summer","medium","medium",8.3,11.1,16,3.78,18.429,467.5,14.354,0.3,2.4,0,6.1,0,0,18.2,0
"13","winter","medium","medium",9.5,9.6,48.429,0.921,308.75,109,232.89999,9,43.5,0,4,0,1.2,0,0
"14","summer","small","medium",7.72,3.4,11,8.759,60.11,9,140.517,5.5,37.3,6.4,11.5,4,0,0,0
"15","summer","medium","high",8.15,8.8,51.113,1.448,239,23,21.3,2,0,1.9,1.7,0,15,16.6,1.9
"16","winter","medium","high",8.3,11.5,64.093,3.07,96.833,97.333,75.207,3,24.3,0,1.7,3.4,5.5,10.6,0
"17","autumn","small","high",8.24,4.9,7,9.715,39,24,72.9,0.4,0,0,0,0,7.4,6.8,7.8
"19","autumn","large","low",7.9,6.8,29.775,0.445,217.75,220.75,27.5,2.9,69.9,12.7,10.6,4.3,9.5,0,0
"20","autumn","medium","medium",8.7,10.7,5,1.443,430,564.59998,303.33301,5.111,1.2,0,25.3,0,10.6,2.4,1.4
"22","summer","small","high",8.1,8.1,22.455,1.534,82.1,238.2,277.33301,1,64.9,0,1.7,2.3,0,0,1.9
"23","winter","small","medium",8.3,8.9,29.5,3.245,1990.16003,125.667,18,5.8,23.2,0,0,1.4,17.8,0,0
"25","autumn","small","high",7.7,10.5,60.8,5.13,124.167,41.5,108,53.1,55.5,5,1.2,2.2,0,0,2
"26","winter","large","high",8.8,8.8,87,10.416,10,36.909,84.46,11.7,4.1,0,9.9,0,0,11.5,0
"28","autumn","medium","high",7.61,10.68,77,1.587,20,19.727,40,34.75,30.3,0,0,2.4,5.9,0,0
"29","winter","medium","high",7.4,5.5,8.69,1.212,20,1,121,0.8,3.4,28,0,0,0,4.5,2.5
"31","autumn","large","low",7.8,11.8,5.326,9.773,60,144.66701,287,5.62,0,1.4,0,0,7.5,12.4,1.2
"32","spring","small","medium",8.2,8.5,79.077,2.231,60,132.5,127.222,10,39.1,17.1,1.9,0,11.3,11.1,0
"33","summer","small","medium",7,11.17,11.088,3.02,27.069,137.60001,102.571,1.5,0,18.4,1,0,2.5,42.7,2.1
"34","winter","medium","high",7.5,9.4,53,5.164,192.5,51.111,253.25,31.738,13.6,9.7,1.2,0,12.4,9.9,5.2
"37","spring","large","medium",8.21,5.3,17.375,2.67,142,14.667,146.452,0.2,8.8,5.5,3,0,0,0,1.2
"38","winter","medium","medium",8,8.2,63.292,3.976,109,27,236,7.9,10.3,0,2,1.1,0,0,4.3
"39","summer","small","high",6.6,11.3,54.143,5.414,65.556,20.667,170,12.1,2,12.7,35.1,0,2.4,32.1,0
"40","spring","medium","medium",8.4,6.6,0.8,3.351,228.75,16.833,183.66701,17.2,2.2,3.1,7.5,0,0,0,3.2
"41","spring","small","low",8.5,6.5,46.167,1.47,102.75,26,89.625,3.7,3.4,5.9,6.6,3.5,0,0,0
"42","autumn","small","low",7.8,10.5,3.275,2.68,1168,37,141.83299,13.2,18,21.7,0,2.4,0,0,0
"43","summer","small","high",7.8,10.3,2.933,3.829,46.2,85.5,124.2,0.5,12.7,40.9,1.6,0,8.6,6.4,0
"44","autumn","medium","medium",8.3,12.9,39,4.053,51.429,276.85001,77.434,11.84,25.5,0,1.6,0,0,2.6,1.9
"45","summer","large","low",8.3,9.2,16,4.555,42,45.9,111.75,3.9,0,28.2,0,3.9,0,0,0
"46","winter","large","high",8.3,12.5,10.5,0.536,165,78.333,246.66701,3.3,29.5,1.5,0,0,3.9,13.1,25.6
"47","spring","small","medium",8,11,66.3,3.833,236,51.75,43.5,0.8,35.5,12.7,8.8,0,11.7,2,6.6
"48","spring","small","high",8.4,1.5,9,3.31,4073.33008,5,105.727,3,3.3,8.6,5,0,0,0,0
"49","spring","medium","medium",9.1,5.9,15,3.02,53.846,19.111,58.374,20.8,1.4,0,3.3,0,0,2.2,2.9
"50","winter","small","high",6.5,10.5,17.75,5.099,153.75,66.4,85,3.2,24,0,0,5.7,7.7,0,1.4
"51","summer","medium","medium",7.8,9.5,22.35,5.442,461.875,71,72.696,3,1.9,0,0,6.8,1.2,0,6
"52","summer","small","high",8,7.9,30.125,2.978,33.636,159.16701,120.889,0.8,7,7.4,10.3,0,6.1,0,1.1
"53","spring","medium","high",8.06,7.1,30.523,2.22,28.333,1,34,21.22,75.8,10.4,0,0,34.2,13.2,2.4
"54","spring","small","high",7.2,9.9,6.167,0.91,18.333,39,11.818,0.8,3.3,4.9,0,0,2.7,0,1.6
"57","autumn","small","high",6.6,10.8,44,1.32,10,1,6,2.7,1.1,1.2,9,7.7,0,0,0
"58","winter","large","high",8.7,8.1,28.333,3.33,22.5,1.625,142,3,15.5,4.6,0,1,6.4,0,0
"59","summer","medium","high",7.9,6.5,15.541,1.535,345.45499,19.111,102.333,9.882,1.4,0,9.4,0,0,0,10.2
"60","spring","small","low",8.2,12.1,20.083,0.735,155,26.6,13.6,15.3,0,2,0,4.6,0,8.7,0
"61","winter","medium","medium",8.7,5.8,53.102,1.328,38.111,264.89999,57.833,15.6,3.3,0,0,7.8,0,1.4,0
"63","autumn","small","medium",7.45,11.9,130.67,2.64,90,27.667,61.6,2.1,0,7.6,0,0,7.3,1.4,0
"64","winter","small","high",7.57,8.2,38.125,2.443,15,2,86.997,1,20.3,4.3,0,0,34.3,0,1.4
"65","winter","small","medium",7.9,9.9,4.7,1.013,160,180.66701,140.22,46.075,1.5,4.1,19.7,1.9,6.1,0,7.1
"66","winter","medium","high",7.44,3.6,19.22,0.672,15,1.333,10.111,18.37,3.8,2.1,1.7,2.9,0,0,1.2
"67","summer","medium","high",8.7,6.35,57.75,4.535,112.857,12.889,432.909,4.5,2.9,1.7,4.8,2.6,0,15.8,1
"68","autumn","small","medium",8.6,10.1,32.056,0.658,10,3,2.5,3.2,15.1,9.6,0,0,8.9,0,1
"69","winter","medium","high",8.2,6,0.222,3.85,758.75,187,16.662,17.2,0,12,1.2,0,1.4,0,2.1
"71","winter","medium","medium",8.3,11.7,9.055,1.921,31.333,151.125,147.83299,1.1,0,2.1,1,0,0,16.7,1.2
"73","autumn","medium","high",8.43,8.1,2.111,0.923,1131.66003,61.25,292.625,15,5.9,4,3.3,0,0,0,4.2
"74","winter","large","high",7.7,10.7,22.32,1.519,103.333,20,252.5,20.87,3.3,5.8,0,11,5.5,0,0
"76","winter","small","high",8.5,10,35.75,4.071,13.5,45,39,110.456,2.2,0,5,1,0,17,0
"77","autumn","small","medium",9.06,8.2,12.182,2.102,224.286,10.667,40.667,54.367,3.1,0,0,0,4.1,17.1,1
"78","winter","small","high",8.8,8.6,49.625,4.825,133.636,12.75,115,1.7,16.8,13.7,2.5,0,4.8,0,0
"79","spring","small","medium",7.8,9.2,10.4,1.223,32.5,102.333,11.8,32,1.1,0,11.8,3.5,2.7,5.4,4.1
"82","winter","small","medium",7.3,11.5,23.25,2.818,10,191.75,171.272,4.3,0,0,0,0,0,8.2,1.6
"83","summer","medium","high",8,11.6,53,1.203,10,27.5,218,21,31.8,0,0,3,1.4,0,5.5
"84","summer","small","medium",8.5,10.2,12.146,1.051,1386.25,67.5,186.5,18.3,0,4.1,0,0,5.2,0,31.2
"86","winter","medium","medium",8.4,8,32.3,0.826,208.33299,120.5,35.2,0.8,0,0,2.3,0,16.2,0,1.7
"87","summer","medium","high",7.4,10.8,48.667,3.73,137,4.25,71,13,7.2,0,2.1,2.2,44.4,0,16.7
"88","spring","medium","medium",8.07,3.6,9,3.978,101.25,209.85699,607.16699,4.3,14.4,12.5,2.6,0,0,22.3,2.4
"89","autumn","small","high",7.6,9.7,44.205,1.527,196,282.16699,213,2,7.8,8,0,0,11.3,0,18.6
"90","summer","medium","medium",8,8.5,36.248,3.734,18,2,132.54601,81.54,3.7,14.5,0,1.9,8.6,4.6,6.8
"91","spring","medium","medium",8.3,9.8,208.364,4.93,233.7,267.75,391.75,13.1,0,0,6.3,1.7,15.9,0,10.8
"92","autumn","small","high",7.6,10.7,50,0.673,58.5,59.429,169.00101,75,2.4,13.2,6.8,0,20.8,0,0
"93","winter","small","high",7.8,9.2,8,45.65,102.5,12.75,233.5,1.4,15.1,5.6,1,0,0,7,1
