1)
  season   size  speed mxPH mnO2    Cl   NO3 NH4  oPO4   PO4  Chla   a1   a2   a3  a4  a5  a6  a7
1 winter medium medium 8.50  7.6 88.00 1.208 162 197.8  75.3 50.00  0.0 13.2  1.4 2.0 5.5 0.0 0.0
2 spring  large medium 8.70 10.9 39.11 0.846 124  33.8 558.8  8.15 18.1 15.7  4.1 3.7 0.0 6.9 0.0
3 autumn medium    low 7.09  8.4 40.02 5.099 347  75.9  46.4  7.30 31.1 53.6 21.9 1.2 3.4 0.0 1.0
4 autumn medium medium 7.90  4.8  1.55 5.694 123  23.0 138.7  5.54  0.0  0.0 18.9 0.0 2.1 0.0 2.9
5 winter  small    low 8.00  9.0  5.27 1.420 134  58.2  97.6  2.00  3.6  2.9  0.0 0.0 0.0 0.0 1.0
6 winter  large medium 7.40 10.0 47.78 3.778 914  82.2  98.2 28.40 24.8 11.3  0.0 0.0 0.0 0.0 1.2
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,winter,medium,medium,8.5,7.6,88,1.208,161.81799,197.83299,75.333,50,13.2,2,0,0
2,spring,large,medium,8.7,10.9,39.109,0.846,124.364,33.8,558.75,8.155,15.7,3.7,6.9,0
3,autumn,medium,low,7.09,8.4,40.02,5.099,346.66699,75.875,46.438,7.3,53.6,1.2,0,1
4,autumn,medium,medium,7.9,4.8,1.549,5.694,122.85,23,138.7,5.544,0,0,0,2.9
5,winter,small,low,8,9,5.273,1.42,134,58.222,97.58,2,2.9,0,0,1
6,winter,large,medium,7.4,10,47.778,3.778,914,82.222,98.25,28.4,11.3,0,0,1.2
7,summer,large,medium,7.9,10.3,47.229,5.132,235,26.625,10.75,6.209,14.7,0,0,0
8,summer,small,medium,8.2,10.6,10.207,4.99,49.5,44.667,15,2,0,0,22.9,0
9,winter,small,high,7.3,7.8,10.556,2.273,176.66701,37.375,173.75,2.1,28,0,0,0
10,autumn,medium,low,7.6,9.9,69,1.39,88.182,8.692,262.72699,40,16,12.7,0,0
11,autumn,medium,medium,8.4,4.4,82.852,6.225,2167.37012,12.75,54.916,0.8,38.8,1.2,0,0
12,summer,medium,medium,8.3,11.1,16,3.78,18.429,467.5,14.354,0.3,0,0,18.2,0
13,winter,medium,medium,9.5,9.6,48.429,0.921,308.75,109,232.89999,9,0,0,0,0
14,summer,small,medium,7.72,3.4,11,8.759,60.11,9,140.517,5.5,6.4,4,0,0
15,summer,medium,high,8.15,8.8,51.113,1.448,239,23,21.3,2,1.9,0,16.6,1.9
16,winter,medium,high,8.3,11.5,64.093,3.07,96.833,97.333,75.207,3,0,3.4,10.6,0
17,autumn,small,high,8.24,4.9,7,9.715,39,24,72.9,0.4,0,0,6.8,7.8
18,autumn,medium,high,8.06,8.8,32.54,1.655,723.66699,35.333,NA,0.5,4.6,0,4.5,30.1
19,autumn,large,low,7.9,6.8,29.775,0.445,217.75,220.75,27.5,2.9,12.7,4.3,0,0
20,autumn,medium,medium,8.7,10.7,5,1.443,430,564.59998,303.33301,5.111,0,0,2.4,1.4
21,spring,medium,medium,7.83,10.5,3.5,0.267,25,NA,6,16,0,6.8,0,1.4
22,summer,small,high,8.1,8.1,22.455,1.534,82.1,238.2,277.33301,1,0,2.3,0,1.9
23,winter,small,medium,8.3,8.9,29.5,3.245,1990.16003,125.667,18,5.8,0,1.4,0,0
24,winter,small,low,7.14,7.7,50,3.561,37.5,53.625,87.125,NA,0,0,0,2.2
25,autumn,small,high,7.7,10.5,60.8,5.13,124.167,41.5,108,53.1,5,2.2,0,2
26,winter,large,high,8.8,8.8,87,10.416,10,36.909,84.46,11.7,0,0,11.5,0
27,winter,large,high,7.19,6.3,11.867,2.304,43.75,61.556,61.444,NA,0,1.3,0,0
28,autumn,medium,high,7.61,10.68,77,1.587,20,19.727,40,34.75,0,2.4,0,0
29,winter,medium,high,7.4,5.5,8.69,1.212,20,1,121,0.8,28,0,4.5,2.5
30,spring,medium,low,7.83,7.7,9,4.408,120,18.667,NA,0.8,0,0,8.3,3.6
31,autumn,large,low,7.8,11.8,5.326,9.773,60,144.66701,287,5.62,1.4,0,12.4,1.2
32,spring,small,medium,8.2,8.5,79.077,2.231,60,132.5,127.222,10,17.1,0,11.1,0
33,summer,small,medium,7,11.17,11.088,3.02,27.069,137.60001,102.571,1.5,18.4,0,42.7,2.1
34,winter,medium,high,7.5,9.4,53,5.164,192.5,51.111,253.25,31.738,9.7,0,9.9,5.2
35,winter,small,high,8.3,6.3,173.75,3.316,32.5,34.5,304,NA,40.7,0,2.7,2.2
36,summer,small,medium,8.7,7.1,NA,0.735,27.5,61.182,44.136,88.255,0,0,12.6,9.7
37,spring,large,medium,8.21,5.3,17.375,2.67,142,14.667,146.452,0.2,5.5,0,0,1.2
38,winter,medium,medium,8,8.2,63.292,3.976,109,27,236,7.9,0,1.1,0,4.3
39,summer,small,high,6.6,11.3,54.143,5.414,65.556,20.667,170,12.1,12.7,0,32.1,0
40,spring,medium,medium,8.4,6.6,0.8,3.351,228.75,16.833,183.66701,17.2,3.1,0,0,3.2
41,spring,small,low,8.5,6.5,46.167,1.47,102.75,26,89.625,3.7,5.9,3.5,0,0
42,autumn,small,low,7.8,10.5,3.275,2.68,1168,37,141.83299,13.2,21.7,2.4,0,0
43,summer,small,high,7.8,10.3,2.933,3.829,46.2,85.5,124.2,0.5,40.9,0,6.4,0
44,autumn,medium,medium,8.3,12.9,39,4.053,51.429,276.85001,77.434,11.84,0,0,2.6,1.9
45,summer,large,low,8.3,9.2,16,4.555,42,45.9,111.75,3.9,28.2,3.9,0,0
46,winter,large,high,8.3,12.5,10.5,0.536,165,78.333,246.66701,3.3,1.5,0,13.1,25.6
47,spring,small,medium,8,11,66.3,3.833,236,51.75,43.5,0.8,12.7,0,2,6.6
48,spring,small,high,8.4,1.5,9,3.31,4073.33008,5,105.727,3,8.6,0,0,0
49,spring,medium,medium,9.1,5.9,15,3.02,53.846,19.111,58.374,20.8,0,0,2.2,2.9
50,winter,small,high,6.5,10.5,17.75,5.099,153.75,66.4,85,3.2,0,5.7,0,1.4
51,summer,medium,medium,7.8,9.5,22.35,5.442,461.875,71,72.696,3,0,6.8,0,6
52,summer,small,high,8,7.9,30.125,2.978,33.636,159.16701,120.889,0.8,7.4,0,0,1.1
53,spring,medium,high,8.06,7.1,30.523,2.22,28.333,1,34,21.22,10.4,0,13.2,2.4
54,spring,small,high,7.2,9.9,6.167,0.91,18.333,39,11.818,0.8,4.9,0,0,1.6
55,winter,small,high,7.3,9.6,129.375,0.81,96.667,428.75,6.5,NA,31.9,0,3.9,2.9
56,winter,large,high,8.2,10.2,NA,3.14,17.778,4,16,1.1,0,0,0,0
57,autumn,small,high,6.6,10.8,44,1.32,10,1,6,2.7,1.2,7.7,0,0
58,winter,large,high,8.7,8.1,28.333,3.33,22.5,1.625,142,3,4.6,1,0,0
59,summer,medium,high,7.9,6.5,15.541,1.535,345.45499,19.111,102.333,9.882,0,0,0,10.2
60,spring,small,low,8.2,12.1,20.083,0.735,155,26.6,13.6,15.3,2,4.6,8.7,0
61,winter,medium,medium,8.7,5.8,53.102,1.328,38.111,264.89999,57.833,15.6,0,7.8,1.4,0
62,winter,medium,high,7.5,NA,47,1.588,131.66701,NA,56.667,NA,1.7,4.8,0,0
63,autumn,small,medium,7.45,11.9,130.67,2.64,90,27.667,61.6,2.1,7.6,0,1.4,0
64,winter,small,high,7.57,8.2,38.125,2.443,15,2,86.997,1,4.3,0,0,1.4
65,winter,small,medium,7.9,9.9,4.7,1.013,160,180.66701,140.22,46.075,4.1,1.9,0,7.1
66,winter,medium,high,7.44,3.6,19.22,0.672,15,1.333,10.111,18.37,2.1,2.9,0,1.2
