1)
  season   size  speed mxPH mnO2    Cl  NO3   NH4  oPO4   PO4 Chla   a1   a2   a3  a4   a5   a6  a7
1 winter medium    low 8.70  9.4 41.16 4.67    NA   7.4 279.1   NA 28.1  4.7  0.0 0.0 34.2  8.3 0.0
2 winter  small medium 8.70 12.0 95.37 1.29 627.3   3.0  11.8  1.3 16.6 15.7  1.6 0.0  0.0 49.4 0.0
3 winter  small medium 7.09 11.4 54.19 5.33 346.7 182.4  46.4  4.5  0.0 53.6  0.0 0.0  5.6  0.0 9.7
4 summer  small    low 8.06 10.7  1.55 2.32 160.0  61.2 138.7  0.3  0.0  0.0 18.9 0.0  1.9  0.0 3.6
5 summer  small   high 8.40  9.0 50.00 3.73 461.9  20.0  14.4 10.5 55.5  2.9  0.0 2.3  0.0  0.0 6.0
6 autumn medium medium 7.19 11.0 47.78 2.94  58.5  23.0  75.2  0.8 12.7  0.0  3.3 0.0  0.0  0.0 0.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,winter,medium,low,8.7,9.4,41.163,4.665,NA,7.4,279.06601,NA,4.7,0,8.3,0
2,winter,small,medium,8.7,12,95.367,1.288,627.27301,3,11.8,1.3,15.7,0,49.4,0
3,winter,small,medium,7.09,11.4,54.19,5.33,346.66699,182.42,46.438,4.5,53.6,0,0,9.7
4,summer,small,low,8.06,10.7,1.549,2.316,160,61.182,138.7,0.3,0,0,0,3.6
5,summer,small,high,8.4,9,50,3.726,461.875,20,14.354,10.5,2.9,2.3,0,6
6,autumn,medium,medium,7.19,11,47.778,2.942,58.5,23,75.207,0.8,0,0,0,0
7,summer,small,medium,8.15,10.3,81.333,5.132,235,26.625,252.5,18.33,3.1,0,17.1,0
8,autumn,medium,medium,8.2,10.6,43.97,3.923,38.111,16.8,169.00101,6.9,1.6,0,0,0
9,winter,medium,low,8.6,11.7,NA,1.32,76,26,3,18.37,0,1.2,15.8,0
10,autumn,medium,high,8.1,6.35,1.17,1.732,125.333,97.333,177.625,3.5,0,2.9,0,0
11,summer,small,high,7.5,10.8,9.055,1.203,96.667,12.75,2.5,0.8,0,1.7,1.4,0
12,spring,medium,low,8.3,9.8,16,7.16,54.778,NA,4,6.429,40.9,0,1.5,0
13,autumn,medium,low,8.7,9.6,85.982,0.866,10,109,213,4.5,16,1.9,0,0
14,summer,medium,medium,8.53,3.4,10.5,8.759,224.286,57.6,361,46.075,0,1,22.9,1.5
15,summer,small,medium,7.45,10.5,2.933,5.13,46.2,13,61.6,2,0,0,16.6,0
16,winter,large,high,8.1,1.5,4.7,0.663,90,8.692,98.25,3,12.7,5,1.6,2.1
17,autumn,medium,medium,7.6,9.2,2.2,3.908,96.667,18.667,58.374,NA,12.7,0,6.8,25.6
18,autumn,medium,high,7.14,10.4,32.54,1.443,103.333,221.89999,254.60001,13,21.5,0,2.7,0
19,summer,small,medium,7.8,10.1,7.613,0.445,NA,60,27.5,2.1,0,0,0,1
20,winter,medium,low,8.5,11.1,5,2.822,32,36,287,8.957,0,4.6,0,0
21,spring,large,high,8.1,12.1,50,4.825,3466.65991,49,NA,16,0,6.8,0,0
22,spring,small,medium,8.3,11.8,22.455,0.735,215.556,15.6,285.71399,0.5,0,0,0,0
23,spring,small,medium,6.6,7.7,10.936,3.245,27.286,21.083,18,7.6,0,2.5,0,0
24,summer,small,high,7.9,10.3,187.183,0.381,225,53.625,82.444,1.7,0,4.4,0,0
25,spring,small,high,7.84,11.5,NA,5.41,11.111,44.667,140.517,12.1,11.2,3.7,0,0
26,spring,small,high,8.2,10.7,87,0.13,165,9,7,50,21.7,0,0,0
27,autumn,large,high,7.4,12.6,21.95,3.734,486.5,61.556,22.9,2,0,4.9,1.2,0
28,summer,large,high,8.3,10.1,77,0.63,6400,246,NA,1.1,11.3,0,0,3.2
29,winter,large,medium,8.3,5.5,8.69,0.9,110,36.3,186,0.8,0,0,0,2.5
30,autumn,medium,medium,7.3,7.7,9,1.474,170.909,20.667,200.231,0.5,0,0,7,0
31,autumn,medium,medium,8.2,9.3,7.25,2.163,60,64,40,81.54,5,0,5.9,2.2
32,winter,medium,high,8.2,9.7,7,3.78,60,234.5,108,5.2,17.1,0,0,0
33,summer,small,high,8.6,7.6,79.077,3.414,124.167,16.833,102.571,41,1,11.5,42.7,0
34,summer,small,medium,7.8,7,65.333,1.588,21.571,51.111,253.25,31.738,9.1,6.8,0,0
35,winter,small,high,7.5,6.7,NA,1.572,32.5,1,72.9,9,0,3.7,1.2,2.2
36,summer,medium,high,7.5,8.4,8,0.825,27.5,166.72701,91.111,5.8,0,6.9,4.1,2.4
37,winter,large,medium,8.8,9.2,4.575,4.99,178.57001,105,232.83299,1,5.6,0,6.7,1
38,spring,medium,medium,8.1,8.2,3.136,10.416,370,19.727,13.6,1,1.7,0,0,1.4
39,summer,large,low,7.6,11.7,66.3,2.64,65.556,60.833,116.2,2.15,0,0,0,3.9
40,winter,small,medium,8.4,9.6,20.083,3.351,228.75,62.625,183.66701,4.3,4.6,1,0,0
41,autumn,small,medium,9.7,7.1,46.167,4.053,17.778,151.33299,351.60001,3.7,21.7,0,9.9,0
42,winter,medium,high,7.6,7.1,5.273,0.923,51.429,10.583,16,0.3,0,1.9,7.5,1.9
43,autumn,small,high,7.8,8.3,59.067,1.651,124,16,19,24.917,14.6,0,9.6,0
44,spring,small,medium,8.3,8.8,41.5,2.978,54.75,104.727,72.696,6.209,0,0,7.9,0
45,spring,small,medium,8.3,6.5,22.32,2.443,46.5,84.3,57.833,3.9,0,0,6.8,1.4
46,autumn,medium,high,8.3,10.8,32.3,1.921,128.571,3.8,43.5,75,14.7,3.2,64.6,0
47,winter,large,medium,8.3,6,57.848,0.376,35,173,292.625,0.5,0,4.1,2,2.4
48,winter,small,high,NA,10.5,9,1.374,52.2,5,56.091,3,3.1,0,0,0
49,summer,medium,medium,8.4,10.9,15,0.23,40,100,244,1.4,0,1.6,0,0
50,summer,large,high,8.3,11.21,17.75,0.886,8,51.75,20.812,88.255,2,3.4,0,0
51,summer,small,high,7.8,5.4,22.35,5.442,380,12.75,11.5,7.9,21.6,0,0,0
52,autumn,medium,high,8.66,10,7,4.459,33.636,45.9,558.75,0.9,0,2.2,0,0
53,spring,large,medium,7.9,9.5,12.536,2.818,49,7.75,101.455,5.111,8,0,52.5,1.6
54,autumn,large,medium,7.2,11.1,82.111,0.461,18.333,75,44.136,1.1,0,1.9,13.2,0
55,winter,large,medium,8,11.5,NA,5.099,10.5,428.75,89.625,NA,21.5,0,0,0
56,winter,medium,medium,7.9,4.9,44,6.2,176.66701,27.25,167.89999,3.6,12,0,0,3.4
57,autumn,small,medium,7.83,11.3,NA,4.87,345.45499,3.222,277.33301,9.882,2.7,7.7,0,1.9
58,winter,medium,low,9.1,9,6.3,0.735,32.727,132.5,6,14.7,1.7,5.3,0,0
59,spring,large,high,6.6,8.8,194.75,1.875,920,102,10.111,7.3,0,0,0,1.4
60,summer,medium,medium,8,10.5,40.02,2.231,10,4,269.66699,NA,12,0,8.7,6.1
61,spring,large,medium,6.8,8.9,NA,3.976,123.333,264.89999,221.278,0.2,0,0,1.2,0
62,spring,small,low,7.5,NA,47,0.826,81,NA,122,NA,22,1.2,0,1.9
63,winter,small,low,7.9,4.5,39.109,3.444,3515,3.333,111.75,11.1,0,0,1.4,0
64,winter,medium,medium,7.57,10.2,61.05,3.33,1911,2,6.75,6.5,3.8,0,0,0
65,summer,small,high,7.8,1.8,130.67,1.172,98.182,144.66701,7.2,3,13.2,44.6,0,0
66,winter,small,medium,7.44,10.5,49.625,0.672,83.75,1.333,186.5,4.667,0,0,3.3,0
67,spring,medium,high,8.35,10.7,3.275,3.678,118.571,6.5,10.75,13.2,2.1,0,0,0
68,autumn,medium,medium,8.43,3.3,32.056,0.642,16.2,27,17.333,25,16.4,0,0,2
69,spring,medium,medium,7.4,6,13,1.448,421.66699,220.75,205.875,31,0,2.2,13.1,2.1
70,winter,small,high,8.5,11.3,10.4,6.188,578,180.66701,17,15.6,4.9,3,0,1.7
71,spring,small,medium,8.5,9.7,139.989,0.102,308.75,151.125,132.54601,5.5,0,0,16.7,6.8
72,winter,medium,low,7.6,4.9,63.51,4.94,2167.37012,37,246.66701,1.3,0,0,6.2,5.5
73,spring,medium,high,8.43,10.2,37.6,0.536,1729,16,79.75,11.7,0,1.4,0,4.2
74,winter,large,medium,7.91,6.2,10.207,1.003,66.667,51.111,275.14301,20.87,5.8,0,5.1,6.6
75,spring,medium,high,6.6,7.4,5.889,1.715,172.5,8.6,20.75,3,0,3.7,0,0
