1)
  season   size  speed mxPH mnO2     Cl   NO3    NH4  oPO4   PO4 Chla   a1   a2   a3  a4  a5  a6
1 winter medium medium 8.00  9.4  41.16 9.715   51.1 105.0 122.0 50.0  1.1  4.7  0.0 0.0 0.0 8.3
2 autumn  small    low 8.40  8.4  29.20 1.288  346.7  33.8  17.3 15.3 15.1  0.0  0.0 2.2 5.4 0.0
3 autumn  small medium 7.09 11.4  34.04 0.658 1495.0  75.0  46.4   NA 20.3 53.6  3.2 0.0 0.0 0.0
4 autumn medium   high 8.06 12.1  77.00 0.308   53.8  10.7 320.4  0.3  4.4  7.5 18.9 0.0 0.0 0.0
5 summer  small medium 6.50  7.8   5.27 6.640  233.7  48.6  91.1 10.5 12.3  0.0  4.0 0.0 0.0 0.0
6 spring  small medium 8.20  8.2 194.75 4.535   58.5 205.6 255.3 12.3  0.0 11.3  0.0 0.0 0.0 0.0
   a7
1 0.0
2 0.0
3 9.7
4 0.0
5 0.0
6 0.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,winter,medium,medium,8,9.4,41.163,9.715,51.111,105,122,50,4.7,0,8.3,0
2,autumn,small,low,8.4,8.4,29.2,1.288,346.66699,33.8,17.333,15.3,0,2.2,0,0
3,autumn,small,medium,7.09,11.4,34.037,0.658,1495,75,46.438,NA,53.6,0,0,9.7
4,autumn,medium,high,8.06,12.1,77,0.308,53.846,10.667,320.39999,0.3,7.5,0,0,0
5,summer,small,medium,6.5,7.8,5.273,6.64,233.7,48.625,91.111,10.5,0,0,0,0
6,spring,small,medium,8.2,8.2,194.75,4.535,58.5,205.636,255.28,12.32,11.3,0,0,0
7,summer,medium,low,8.15,10.3,1.549,0.376,235,78.333,17,3.2,0,0,1.4,2.4
8,spring,medium,high,8.7,10.6,64,4.071,1168,44.667,60,6.9,1.6,1.7,0,0
9,winter,large,medium,8.3,9.2,26,0.672,122.85,22.2,72.696,1.1,5.4,6.9,0,0
10,summer,small,medium,5.7,9.9,4.575,2.512,178.57001,8.692,262.72699,2.8,8.9,2.9,0,1.6
11,autumn,small,high,8.4,10.53,53.333,3.316,88.182,1,130.75,2.5,19.6,0,0,0
12,summer,small,low,7,11.21,29.5,1.47,1911,137.60001,52.875,1.3,0,11.5,1.5,5.5
13,spring,small,medium,9.1,10.7,6.3,0.23,10,24,14.354,1.3,2.9,4.6,0,0
14,summer,medium,high,6.6,6.5,21.95,3.923,10,57.6,84.46,1.5,6.4,1,10.1,2.7
15,winter,large,high,8.1,9.6,16,1.448,28.333,13,19,0.6,0,0,16.7,0
16,autumn,medium,low,7.55,11.5,4.7,1.587,18.429,44,79.75,2.3,0,0,1.6,0
17,summer,small,low,7.78,11.6,13,1.415,96.667,7.3,16.662,26.8,5.5,0,0,0
18,autumn,small,high,7.4,10,NA,1.443,124,1,235.66701,19.4,21.5,1.9,0,6.8
19,summer,medium,low,7.35,6.8,27.233,0.445,25,60,27.5,2,0,0,0,1
20,winter,medium,high,7.6,10.7,53,2.822,92,564.59998,140.22,98.817,5.6,0,0,1.5
21,autumn,large,medium,7.8,7.3,3.5,4.825,236,15.6,586,2,0,6.8,0,1.4
22,summer,medium,high,7.45,9.8,53.102,0.701,914,467.5,50.455,6.8,0,0,31.8,0
23,winter,medium,medium,7.75,6.3,51.113,2.302,27.286,125.667,361,2.86,25.4,1.1,0,0
24,autumn,small,low,7.8,5.3,139.989,1.051,133.636,53.625,244,1,1.4,3.7,17.1,0
25,autumn,small,high,7.84,3.3,43.09,2.323,11.111,3.545,50,3.6,3.1,0,0,3.4
26,spring,large,high,8.21,10.3,55.35,5.164,255,9,154.125,13.2,4,0,64.6,0
27,winter,small,high,7.3,12,11.867,6.2,37.5,61.556,169.00101,93.683,0,0,0,0
28,spring,medium,high,6.8,5.7,82.857,0.941,146.66701,9,214,110.456,0,0,0,0
29,autumn,small,medium,7.3,7.7,391.5,3.908,54.75,36.3,140.517,5.544,0,0,0,2.2
30,spring,medium,medium,7.4,11.1,9,6.54,72.6,3,279.06601,2.1,10.4,0,5.1,0
31,summer,small,medium,9,8.8,27.4,2.805,217.75,220.75,296,5.62,6.7,2.3,16.6,2.2
32,spring,medium,high,9.5,12.5,23.825,3.78,308.75,104.727,108,4.667,40.9,0,11.1,3.9
33,autumn,medium,medium,8.6,10.6,41.5,3.02,124.167,7.4,56.091,20.87,0,1.2,42.7,1.2
34,autumn,medium,high,8.4,10.2,71.444,1.172,461.875,144,607.16699,1.7,9.1,4.3,8.2,0
35,winter,large,high,8.27,5.3,1.17,2.899,32.5,82.222,7.654,3,16.2,0,3.3,1
36,summer,large,medium,8.3,1.8,50,0.886,161.81799,187,56.667,13,9.6,0,0,10.2
37,autumn,large,high,8.3,10.2,58.331,2.55,578,1.625,146.452,11.6,0,0,5.5,1.2
38,spring,medium,low,8.7,10,49.625,3.414,43.75,2.5,3,9.882,1.7,2.5,0,2
39,winter,small,high,8.1,3.6,20.625,2.64,25.833,10.8,116.2,6.209,7.3,11,12.6,2.9
40,winter,large,medium,6.6,9.9,4.545,1.208,228.75,182.42,249.25,NA,1.5,0,0,6.1
41,summer,small,low,8,11.2,19.22,1.32,120,16.833,252.5,3.3,0,3.5,0,0
42,autumn,small,medium,8.4,9.9,54.19,3.14,123.333,10.583,175.04601,72.478,0,2.4,0,0
43,winter,small,high,7.5,10.5,63.51,2.954,109,12,124.2,0.3,12.4,6.8,4.1,0
44,winter,large,low,7.19,8.8,173.75,7.83,244.60001,NA,326.85699,11.84,12.7,0,0,0
45,winter,small,high,8.4,8.5,60.8,0.735,39,3.333,57.833,3.9,28.2,0,0,0
46,winter,medium,low,8.3,12.5,2.2,8.543,10,58.222,194.10001,3.3,16,3.2,22.9,0
47,winter,small,high,8,7.1,8.3,1.223,96.667,221.89999,292.625,27.5,1,4.8,2,0
