1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"1","winter","medium","medium",5.6,9.7,3.86,1.013,82.1,4,265.25,3.3,0,8,23.2,0,2.9,2,0
"2","spring","small","medium",7.5,6.3,29.2,0.699,130,10.583,558.75,8.957,15.1,2.1,0,1.4,0,0,2.4
"4","spring","small","medium",8,10.5,49.625,2.316,578,20,272.22198,0.2,4.1,0,18.9,2.2,1.7,0,1.4
"5","autumn","medium","medium",8,10.68,1.549,1.42,233.7,58.222,97.58,3.7,55.5,2.9,0,0,0,29.5,1
"7","winter","large","medium",8.27,8.5,47.229,1.287,142,1,21.3,3.2,15.1,28,16,3.7,2.7,0,0
"8","summer","small","medium",8.47,6.2,27.233,4.99,122.5,44.667,50,40,25.5,0,5,0,15.3,0,0
"10","spring","medium","high",8,9.9,41.163,1.39,72.6,1.333,262.72699,0.8,1.9,72.6,0,2.9,20.8,0,5.5
"11","summer","small","high",7.8,10.1,53.333,5.132,380,12.75,40.667,0.8,14.7,0,3.9,0,2.4,0,0
"12","summer","small","low",8.2,9.6,23.825,1.003,18.429,105,6,30.4,0,0,4.7,3,0,17,0
"13","winter","medium","low",7.4,9.6,4.7,1.223,124.167,6,213,3.3,25.4,16,1.2,7.8,20,1.5,0
"14","summer","medium","high",7.8,10.8,57.848,8.759,10,1,17,50,48.3,0,7.5,1,3.1,1.9,2.7
"15","summer","small","medium",8.7,7.1,51.113,1.448,37.5,13,138.5,2,2.9,0,9,2.1,6.1,16.6,0
"17","summer","medium","medium",7.78,10.2,94,2.942,486.5,18.667,239,20.6,0,12.7,3.3,0,0,0,2.1
"18","autumn","small","high",7.14,10.6,13,3.318,3515,2,19,0.5,1.7,0,3.1,4.4,0,0,0
"19","spring","small","low",7.35,6.8,139.989,0.701,24064,60,167.89999,1,7.6,28.2,9.9,4.3,0,6.9,0
"20","summer","small","low",8.5,10.7,85.982,2.822,112.857,137.60001,7,9,2.5,0,2.9,0,0,0,0
"21","summer","medium","medium",7.83,10.7,3.5,6.045,22.5,104.222,586,16,0,0,3.3,0,0,8.3,1.4
"23","summer","small","medium",7.75,8.9,60.8,3.245,15,12.75,18,0.3,23.2,25.4,0,0,27.6,1.4,31.2
"24","winter","small","medium",7.3,5.3,5.326,3.685,208.33299,22.444,13.6,1.7,0,2.9,1,1.8,0,6.7,0
