1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"1","spring","medium","medium",7.7,9.4,39,2.805,578,47.5,122,6.9,20.3,0,3.7,0,0,0,0
"2","summer","small","medium",8.7,10.6,29.2,9.773,17.778,48.667,558.75,7.9,15.1,15.7,1.8,0,20.8,0,0
"4","spring","small","high",8.06,4.8,1.549,2.316,98.182,12.75,138.7,53.1,2.4,0,18.9,0,0,0,2.9
"6","spring","medium","high",8.5,10.6,47.778,5.099,49,10,624.73297,28.4,1.2,11.3,0,1.2,5.5,0,0
"7","winter","small","low",7.45,10.8,47.229,5.132,134,26.625,262.72699,3.2,64.9,0,21.7,3.9,7.7,0,1.4
"8","summer","medium","medium",8.15,10.7,16,0.866,46.5,187,75.207,50,32.5,1.6,0,4.6,0,0,0
"11","spring","medium","high",8,6,48.667,1.287,215.556,159.16701,69.93,13.2,14.7,1,1,1.7,10.2,42.4,0
"12","spring","small","high",8.2,8.1,58.331,1.003,18.429,151.125,11,0.8,32.1,0,7.8,0,7.7,1.5,2.4
"13","winter","medium","high",7.9,9.6,64,4.94,10,12.75,213,9.384,0,5.4,1.9,0,1.2,0,0
"14","autumn","small","medium",8.5,12.1,77.364,8.759,25,7.3,101.455,68.05,6.5,6.4,0,0,1.9,6.9,2.7
"15","summer","small","high",7.9,6.35,51.113,1.448,46.2,64.389,61.6,1.1,1.9,40.7,22,0,0,0,0
"16","autumn","medium","high",7.91,10.6,7.25,5.099,14.75,97.333,13.6,1.1,2.1,0,1.7,0,28.8,0,0
"18","autumn","medium","high",7.3,9.8,73.25,4.408,10,44,254.60001,0.5,1.7,3.8,2.1,3.7,0,3.3,3.2
"19","summer","large","medium",7.35,6.8,53,1.588,235,4,304,0.5,81.9,11.6,14,0,6.4,0,1
"20","winter","medium","low",8.4,9.9,5,0.699,245,87.333,287,6.8,0,0,7.5,0,10.6,0,1.4
"21","winter","large","medium",6.4,5.3,9,4.508,133.636,238.2,586,16,29.5,0,0,6.8,0,11.5,1.2
"23","spring","small","medium",5.7,12.1,29.5,3.245,206.53799,125.667,18,1,4.4,2.7,1.4,2.5,27.6,0,0
"24","winter","medium","high",8.1,11.8,53.102,3.14,208.33299,53.625,87.125,1.7,0,11.2,1,0,0,0,0
"25","summer","small","high",7.84,11.5,16,2.512,11.111,78.333,244,5.544,18.2,8.6,1.2,2.2,0,0,3.4
"26","summer","medium","high",7.8,10.3,87,3.976,165,9,84.46,3,24.8,0,8.8,0,5.9,8.3,0
"27","winter","large","high",7.4,8.4,41.25,3.923,105.556,61.556,222.286,2,69.9,72.6,0,0,0,0,0
"29","summer","medium","medium",8.1,11,8.69,1.288,88.182,36.3,361,4.667,31.1,0,19.6,0,0,0,0
"30","autumn","medium","medium",6.6,11.1,1.17,0.735,120,12,77.434,0.5,33.9,1,14.6,0,2.1,32.1,4.2
"31","summer","medium","high",7.8,11.7,3.275,2.586,96.667,82.222,79.75,5.62,2.9,16,0,0,0,20.4,0
"32","autumn","medium","high",8.56,10.4,26,3.78,60,132.5,1,92.667,12.3,17.1,5,7.6,4,11.1,2.2
"33","winter","small","high",8,6,45.273,1.715,233.7,38.625,239,21.22,2.4,1,7,0,2.5,0,1.2
"34","spring","small","high",8.4,9.4,29.775,1.172,370,19.111,253.25,22.5,13.6,7.4,0,6.8,12.4,0,0
"35","winter","large","high",8.87,8.1,74.667,0.735,32.5,34.5,255.28,1,5.3,6,7.8,5,0,0,0
"37","winter","medium","high",8.8,6.5,136,1.921,142,1.625,279.06601,0.2,24.3,0,0,0,15.9,6.7,2.1
"38","summer","small","high",8.7,8.2,22.35,0.376,32,16.833,3,9.882,12.6,0,2,0,0,0,15.1
"39","summer","medium","high",8.2,10.2,57.75,1.726,10,196.62,115,6.209,2,12.7,0,3.7,0,0,0
"40","winter","small","medium",8.2,11.1,1.45,9.715,1495,137.60001,183.66701,15.3,0,0,3.1,0,44.4,8.2,0
"41","summer","small","high",8,11.2,43.09,6.225,380,2.5,187.05701,0.3,0,5.9,9,12.7,5.8,12.6,0
"42","spring","small","low",6.5,9.8,54.19,1.208,215.714,7.4,11.8,8.155,0,4.1,0,1.2,3.2,8.5,1.9
"43","winter","small","high",8.3,11.7,5.326,2.31,76,2,104,31.738,4.1,13.2,13.6,1,0,17.1,1.4
"44","winter","large","medium",8,8.8,173.75,3.31,118.571,30.75,233.5,32,4.1,4.7,2.7,0,0,0,0
"45","winter","small","medium",8.3,6.5,44,4.555,1081.66003,6.5,57.833,3.9,0,8.9,1.4,0,4.8,0,2.1
"46","winter","large","medium",8.3,3.2,10.5,5.164,128.571,57.6,197.14301,9,47.1,1.5,8.8,7.7,0,64.6,1.2
"49","autumn","large","high",7.6,8.6,31.091,5.442,40,27,142,17.2,32.8,26.5,3.3,1,3.1,0,0
"50","summer","small","low",8.3,10.7,17.75,3.617,461.875,22.444,108,12.1,0,1.7,0,4.4,5.5,0,1.2
"51","winter","medium","medium",8.7,4.3,13.5,0.77,192.5,58.222,140.22,1.3,8.8,0,1.1,5.7,2.7,0,2.3
"52","winter","small","medium",8.66,11.8,30.125,1.013,102.75,6,82.444,3,24,0,0,2.2,6.7,5.5,4.9
"53","spring","small","high",7.9,6.1,55.35,3.235,28.333,7.75,34,2,0,0,0,0,0,0,1.6
"54","summer","small","medium",7.2,10.7,65.333,0.91,160,49,276,28.567,7.8,0,0,0,1.2,0,0
"57","spring","medium","medium",7.83,10.3,3.5,3.678,65.556,33.8,4,2,48.3,4.6,0,0,0,0,1.9
"58","summer","large","medium",9.1,9,40.226,0.642,22.5,27.5,6,1.2,66,0,0,3.5,1.7,0,0
"59","spring","medium","high",7.6,10.9,10.4,3.414,345.45499,197.83299,102.333,7.3,19.4,1.9,24.8,11.5,6.6,15.8,0
"60","autumn","small","high",7.75,10.77,5.273,1.47,8777.59961,1,19,11.7,8.7,0,6.6,0,0,17,0
"61","winter","medium","high",8.3,9.8,65.75,0.23,8,220.75,85,8.1,0,0,0,1.9,0,1.2,31.6
"63","autumn","small","medium",7.93,9.2,187.183,5.414,31.333,32,111.75,1.4,13,0,0,0,5.3,1.4,7.8
"66","winter","medium","medium",8.6,10.1,3.136,0.921,27.069,15.6,317,20.6,43.5,0,4,1.9,6.5,0,0
"67","winter","small","medium",7.4,10.7,34.5,3.444,170.909,1,58.374,3.7,14.4,14.7,42.8,5.3,35.6,4.5,0
"68","spring","small","medium",8.2,9.9,194.75,9.08,920,54.1,171.272,81.54,10.3,13.7,3,1,0,0,0
"69","summer","medium","low",7.74,6,15.541,3.85,112.857,264.89999,138.5,3.3,31.8,0,1.5,4.3,5.6,0,1.4
"70","spring","small","medium",8.21,7.6,94.405,2.163,155,412.33301,265.25,7.6,2.5,4.9,9.9,3,0,7.9,3.2
"72","autumn","medium","low",7.2,10.5,4.575,0.663,120,20,152.33299,5.2,0,0,0,0,2.9,0,1.4
"73","summer","large","high",8.43,12.5,35.66,4.03,421.66699,66.4,72.696,2.338,0,0,23.2,0,3.6,0,1.4
"74","winter","small","high",7.6,6.2,50,0.996,54.75,10.8,40.667,20.87,0,1.7,0,2.2,17.8,0,4.3
"75","winter","small","medium",8.3,10.9,27.4,4.87,15,100,52.875,13,12.3,4.6,17.6,2.4,11.5,0,1
"76","autumn","medium","medium",8.4,9.4,35.75,1.67,12.5,39,39,18.37,2.2,10.4,2.5,0,9.4,8.7,10.2
"77","autumn","small","medium",7.3,6.7,12.182,0.846,224.286,85.5,167.89999,54.367,46.8,8,0,1,0,0,0
"78","spring","large","high",7.5,5.9,63.51,3.318,3466.65991,246,76.333,22.9,3.4,16.4,0,4,0,0,0
"80","spring","medium","medium",7.5,8.7,38.125,0.461,430,26.6,177.625,20.8,75.8,7,1.7,7.8,4.9,31.8,14.4
"82","spring","large","medium",8.5,11.6,53.425,4.071,51.429,60.833,219.909,4.3,5.7,0,0,0,0,3.1,3.9
"83","spring","large","high",8.7,10.2,37.6,3.908,175,58.875,43.5,2.7,19,9.1,21.9,4.3,0,6.4,1
"84","summer","medium","medium",8.2,11.17,49.625,1.051,10,234.5,249.25,1.3,18.9,21.7,1.7,0,0,0,31.2
"85","spring","large","medium",6.6,1.8,12.536,3.14,737.5,75.875,214,6.429,43.7,28,0,0,0,6.2,25.6
"86","winter","medium","medium",7.79,4.9,8.3,3.685,39,2,35.2,22.5,0,0,0,1.8,4,22.9,22.1
"87","summer","medium","low",7.4,8,50,3.73,38.111,24,61.444,3.2,2.8,20.6,0,0,5.2,7.1,16.7
"88","spring","large","medium",8.27,3.6,10.936,6.2,5738.33008,209.85699,607.16699,4.3,0,2,2.6,0,1.9,49.4,2.4
"89","summer","medium","high",7.8,4.9,22.32,8.984,172.5,282.16699,277.33301,15.6,58.7,3.9,0,6.2,0,9.9,12.5
"90","winter","large","high",7.6,9,54.143,1.39,49.5,166.72701,89.625,21,0,14.5,7.5,2.1,0,0,3.2
"91","spring","large","medium",7.8,9.2,47,6.513,101.25,16,303.33301,19.4,28.1,5.5,4.1,0,0,12.4,0
"92","summer","medium","high",7.6,11.21,40.167,4.99,2082.8501,77.333,388.16699,2,5.9,0,1.6,0,20.8,15.8,0
"93","winter","medium","high",8,9,8,0.673,101,38.75,56.091,2.8,15.1,4.3,0,1.7,0,5.9,1
"94","spring","small","low",8.1,9.7,12,2.443,21.571,3.222,75.333,23.8,0,3.1,0,1.6,0,17,6
"95","spring","medium","medium",8,10.7,11,3.33,205.66701,144,81.558,2.5,0,0,1.2,0,0,0,3.3
"96","autumn","medium","high",8.1,10.5,5.889,1.572,110,23,13.2,1.5,0,1.4,3.7,0,2.4,0,0
"98","winter","medium","low",8,6.9,57.75,1.223,13.5,10.667,200.231,13.1,17,3.4,10.1,3.4,1.2,13.1,0
"99","winter","medium","low",7.9,11.8,27.233,3.734,25.833,51.75,49.333,2,82.7,2.1,7.3,0,0,0,0
"100","spring","small","high",8.3,3.2,85.982,0.73,92.375,51.111,17.333,2,23.2,10.5,1,1.2,9.5,0,1
"101","spring","small","medium",8.47,7.1,66.3,1.535,122.5,23,47,30,4.2,0,25.3,0,13.3,1.2,1.9
"102","autumn","large","medium",7.14,6.2,0.222,2.603,225,35.333,154.125,14.775,7,28.2,0,4.6,0,0,0
"103","autumn","large","medium",7.5,9.8,41.163,2.899,137,25.167,60,3.6,25.4,0,11.5,0,0,0,0
"105","summer","medium","medium",7.3,10.1,20.625,5.456,227.60001,205.636,344.60001,31,10.3,0,1.2,1.4,8.2,0,6.8
