1)
"","season","size","speed","mxPH","mnO2","Cl","NO3","NH4","oPO4","PO4","Chla","a1","a2","a3","a4","a5","a6","a7"
"1","spring","medium","medium",8.24,9.4,41.5,6.238,10.5,105,122,50,8.7,4.7,0,3.5,5.5,3.9,0
"2","spring","medium","high",7.8,12,38.125,1.732,46.5,53.625,4,1.3,14.6,15.7,1.4,1,0,0,0
"3","autumn","large","medium",7.09,11.4,40.02,1.47,371.11099,28.625,46.438,3.3,0,3.9,0,11.3,5.3,0,9.7
"4","summer","small","low",8.06,8.5,1.549,2.316,197.909,238.2,138.7,1.4,2.4,8,18.9,6.8,6.1,0,3.3
"6","autumn","medium","medium",8,10,29.2,0.663,271.25,13,279.06601,4.5,1.2,0,8.8,0,0,0,0
"7","summer","medium","medium",8.15,10.3,47.229,5.132,235,48.667,138.5,0.8,0,0,19.7,3.9,5.8,0,2.7
"8","spring","small","medium",7.6,9.8,4.545,0.13,8,75,60,6.9,0,13.2,3.9,0,7.7,17.8,0
"10","spring","medium","high",7.57,7.9,4.575,2.67,5,8.692,388.16699,0.8,15.1,5.8,0,2.9,1.4,12.6,0
"11","autumn","small","low",8.4,9,53.333,3.734,380,111.25,19,3.2,10.3,3.8,1,0,2.9,0,0
"12","summer","large","low",8.3,13.4,151.83299,1.003,118.571,16,170,1,32.1,12.4,1.7,0,0,2.7,3.9
"13","summer","medium","low",7.74,6.5,19.22,7.195,10,24,34,50.225,17.3,0,3.7,0,3.4,0,0
"14","summer","small","low",7.72,7.1,42.636,8.759,10,282.16699,6.75,20.8,0,6.4,14,1,0,0,0
"15","spring","medium","high",8.4,9.6,22.455,1.448,51.429,13,61.6,2.3,86.6,5,9,0,35.6,16.6,1.1
"16","summer","small","medium",7.55,11.5,4.7,0.86,1131.66003,97.333,44.136,0.8,15.8,8,1.7,5,1.2,10.6,0
"18","autumn","medium","medium",7.75,10.4,32.54,1.443,24064,159.5,61.444,5.2,1.7,0,3.1,1.9,7.7,29.5,0
