1)
  season   size  speed mxPH mnO2    Cl  NO3    NH4  oPO4   PO4 Chla   a1   a2 a3  a4   a5   a6   a7
1 autumn  small   high 7.50  7.7 57.75 3.31 6400.0 105.0  54.9  3.2  1.5  4.3  0 1.0 34.2  8.3  0.0
2 spring  small   high 8.53  8.4  4.70 8.54 1495.0  33.8 558.8  1.3  1.4 15.7  1 1.7  0.0  0.0  0.0
3 autumn  large medium 8.60 11.4 32.92 5.41  346.7   7.3 197.1   NA  0.0 14.7  0 0.0  0.0  0.0 10.2
4 spring  small medium 8.06  4.8  3.27 5.44   98.2  61.2 116.2  0.3 12.7 21.7  0 2.4  0.0  8.7  2.9
5 spring medium medium 8.10 11.2  5.27 1.42 2167.4  84.3  97.6 18.3 55.5  0.0  0 6.8  0.0  4.1  0.0
6 autumn medium medium 7.19 10.7 47.78 3.78   42.0  13.0  75.2 28.4  1.2  0.0  2 0.0  1.4 12.6  0.0
2)
,season,size,speed,mxPH,mnO2,Cl,NO3,NH4,oPO4,PO4,Chla,a2,a4,a6,a7
1,autumn,small,high,7.5,7.7,57.75,3.31,6400,105,54.916,3.2,4.3,1,8.3,0
2,spring,small,high,8.53,8.4,4.7,8.543,1495,33.8,558.75,1.3,15.7,1.7,0,0
3,autumn,large,medium,8.6,11.4,32.92,5.41,346.66699,7.3,197.14301,NA,14.7,0,0,10.2
4,spring,small,medium,8.06,4.8,3.275,5.442,98.182,61.182,116.2,0.3,21.7,2.4,8.7,2.9
5,spring,medium,medium,8.1,11.17,5.273,1.42,2167.37012,84.3,97.58,18.33,0,6.8,4.1,0
6,autumn,medium,medium,7.19,10.7,47.778,3.778,42,13,75.207,28.4,0,0,12.6,0
7,winter,medium,high,8.15,10.3,4.575,5.132,172.5,26.625,2.5,7.6,1,3.9,0,0
8,summer,small,high,8.2,10.6,4.545,NA,103,44.667,60,6.9,5.6,0,0,1
9,winter,small,high,8.22,10.6,82.852,4.459,34.333,26,61.5,0.5,0,3.7,0,0
10,winter,medium,high,7.35,10,20.083,1.39,84.667,66.4,22.9,3.1,8.9,2.9,0,0
11,autumn,small,medium,7.14,9.9,53.333,3.414,32,87.333,17,6.167,5.9,0,9.9,0
12,autumn,medium,low,8.7,8.1,12.536,9.08,62.5,1.25,23,1,0,1.7,8.2,0
13,winter,small,medium,7.74,10.2,127.833,1.223,165,20.667,111.375,30.4,0,1.7,0,0
14,summer,small,medium,8.2,10.5,13.5,3.245,10,10.667,232.89999,3.3,6.4,0,0,6
15,autumn,medium,medium,7.9,5.9,51.113,1.448,46.2,187,61.6,1,0,0,16.6,0
16,autumn,medium,high,8.4,6.2,8.3,0.267,5,13,344.60001,1.1,0,0,1.6,0
17,autumn,medium,medium,7.78,8,NA,5.456,39,27,46.6,2,0,0,0,1.2
18,autumn,medium,high,8.4,10.4,32.54,0.81,103.333,35.333,89.625,0.6,0,1.9,42.4,0
19,summer,small,low,7.93,6.8,47.229,0.91,178.57001,109,143.75,2,0,6.8,18.2,0
20,summer,medium,high,8.5,10.7,85.982,1.287,245,564.59998,58.374,20.8,0,4.6,0,2.4
21,autumn,large,medium,7.83,10.7,70,1.051,81,467.5,586,5.609,0,11.5,6.8,0
22,spring,medium,high,8.7,11.3,22.455,0.735,40,1.8,285.71399,3.5,0,2.3,0,0
23,spring,medium,high,8.5,7.3,12.146,2.64,27.286,125.667,18,3.2,25.4,0,9.9,1
24,summer,small,medium,7.75,11.3,31.091,0.923,3466.65991,104.222,87.125,8.155,0,0,0,0
25,summer,medium,low,8.2,6.35,11,5.13,370,51.111,11.5,1.4,6.7,3.5,0,0
26,spring,small,high,8.21,7.9,87,1.47,244.60001,30.75,82.444,3,0,2.7,10.1,30.1
27,summer,large,high,7.55,9.8,11.867,1.32,28,20,61.444,NA,12.7,0,0,0
28,autumn,medium,medium,8.5,10.1,41.25,NA,20,32,84,75,0,0,8.5,0
29,summer,medium,medium,7.6,9.2,8.69,3.908,20,36.3,296,6.5,28.2,0,0,2.5
30,autumn,medium,medium,6.6,9.6,9,4.053,60.11,102.364,72.9,26.8,38.8,0,5.9,0
31,winter,medium,high,7.4,9.3,7,3.9,208.33299,2,265.25,5.62,16,0,1.9,7.8
32,autumn,medium,low,8.3,5.3,16,3.78,60,132.5,252.5,92.667,17.1,0,5.5,0
33,winter,large,medium,8.43,9.5,69.75,0.866,124.167,39,102.571,14.775,1,0,0,1.2
34,winter,medium,high,7.2,9.8,4.083,0.102,215.556,9,214,31.738,12,0,0,0
35,spring,large,low,8,6.7,39,2.302,32.727,151.33299,44.136,5.45,40.7,3.5,49.4,2.2
36,spring,small,high,7.8,10.8,44,0.381,227.60001,166.72701,171.272,0.3,3.8,8.3,11.1,1
37,spring,small,high,7.7,10,1.17,4.908,96.667,1.625,146.452,0.2,0,0,64.6,2.1
38,winter,medium,high,8.3,5.3,27.233,45.65,43.75,2.5,3,9.882,12.4,1.1,0,0
39,winter,small,high,8.2,11.7,35.75,1.288,10,NA,607.16699,6.209,12.7,0,31.8,2.3
40,winter,small,medium,8.5,10.6,38.125,1.572,228.75,191.75,183.66701,0.5,2.7,0,29.5,2.2
41,autumn,small,low,7.9,4.5,38.902,4.93,122.5,16.833,205.875,11.84,1.4,0,15.8,0
42,winter,medium,high,8.6,5.7,54.19,1.715,120,55,18.293,13.2,0,6.9,0,3.3
43,autumn,large,high,8.3,9.4,2.933,1.32,246.364,85.5,124.2,22.5,40.9,4.1,0,0
44,spring,small,high,8.1,8.8,173.75,0.921,101.25,7.667,326.85699,3.3,13.2,2.2,7.9,0
